cnc_id,cnc_date,SpindleSpeed_max,Servocurrent_mean,SpindleLoad_max
20220825-0000134,2023-10-10 02:01:49.835,2231.09,142.79,31663.8
20220825-0000135,2023-10-10 02:03:13.149,2227.05,133.24,31364.75
20220825-0000137,2023-10-10 02:05:53.813,2230.08,166.48,31602.25
20220825-0000139,2023-10-10 02:08:20.313,2225.03,151.08,31505.23
20220825-0000140,2023-10-10 02:09:45.314,2230.08,158.88,31778.36
20220825-0000141,2023-10-10 02:11:07.318,2230.08,154.54,32056.11
20220825-0000142,2023-10-10 02:12:21.326,2225.03,161.22,32068.19
20220825-0000143,2023-10-10 02:13:42.319,2232.1,160.67,31601.2
20220825-0000143,2023-10-10 02:13:42.319,2220.94,144.61,31917.21
20220825-0000144,2023-10-10 02:14:55.319,2227.05,155.03,32078.85
20220825-0000145,2023-10-10 02:16:17.322,2226.04,156.31,31289.75
20220825-0000146,2023-10-10 02:17:30.313,2233.11,144.45,31503.21
20220825-0000147,2023-10-10 02:18:43.809,2227.05,158.76,31857.31
20220825-0000148,2023-10-10 02:19:57.814,2227.05,151.13,31692.46
20220825-0000149,2023-10-10 02:21:10.812,2226.04,130.59,31777.6
20220825-0000150,2023-10-10 02:22:24.817,2226.04,140.74,33654.79
20220825-0000150,2023-10-10 02:22:24.817,2226.04,145.1,32052.18
20220825-0000151,2023-10-10 02:23:42.765,2227.05,159.06,31601.07
20220825-0000152,2023-10-10 02:24:52.311,2224.02,162.96,31691.05
20220825-0000153,2023-10-10 02:26:05.324,2226.04,164.61,32017.93
20220825-0000154,2023-10-10 02:27:19.311,2225.03,163.88,31171.42
20220825-0000156,2023-10-10 02:29:46.307,2226.04,177.96,32015.99
20220825-0000157,2023-10-10 02:30:58.803,2223.01,133.66,31399.09
20220825-0000162,2023-10-10 02:43:30.301,2232.1,149.73,31776.3
20220825-0000163,2023-10-10 02:45:43.305,2225.03,144.19,31269.76
20220825-0000164,2023-10-10 02:46:57.296,2223.01,162.17,31399.29
20220825-0000167,2023-10-10 02:51:11.987,2226.04,149.84,31778.15
20220825-0000169,2023-10-10 02:53:27.303,2223.01,163.14,32007.22
20220825-0000172,2023-10-10 02:57:14.788,2225.03,149.93,31778.01
20220825-0000173,2023-10-10 02:58:37.287,2230.08,154.58,31723.58
20220825-0000174,2023-10-10 02:59:50.780,2227.05,134.85,30913.72
20220825-0000176,2023-10-10 03:02:17.784,2223.01,162.22,29913.28
20220825-0000177,2023-10-10 03:03:31.283,2224.02,153.08,31691.46
20220825-0000178,2023-10-10 03:04:44.795,2223.01,162.44,31171.69
20220825-0000179,2023-10-10 03:06:25.291,2212.9,139.58,32094.85
20220825-0000179,2023-10-10 03:06:25.291,2224.02,155.09,31777.08
20220825-0000180,2023-10-10 03:06:26.286,2227.05,156.18,31929.26
20220825-0000181,2023-10-10 03:07:39.278,2226.04,143.08,32000.95
20220825-0000182,2023-10-10 03:08:52.287,2227.05,160.99,31857.51
20220825-0000184,2023-10-10 03:11:37.781,2225.03,147.06,31399.68
20220825-0000185,2023-10-10 03:12:51.283,2225.03,150.78,31185.17
20220825-0000185,2023-10-10 03:12:51.283,2225.03,146.26,32744.43
20220825-0000186,2023-10-10 03:14:04.791,2223.01,154.62,31933.6
20220825-0000187,2023-10-10 03:15:20.781,2226.04,148.97,32015.77
20220825-0000188,2023-10-10 03:16:34.296,2226.04,148.72,31502.83
20220825-0000189,2023-10-10 03:17:47.776,2226.04,158.15,31399.29
20220825-0000190,2023-10-10 03:17:48.780,2226.04,149.03,31933.0
20220825-0000192,2023-10-10 03:20:14.775,2226.04,134.66,31932.4
20220825-0000192,2023-10-10 03:20:14.775,2214.91,121.19,32251.72
20220825-0000194,2023-10-10 03:21:28.786,2226.04,144.77,31287.72
20220825-0000195,2023-10-10 03:22:43.771,2227.05,138.12,31599.46
20220825-0000196,2023-10-10 03:23:54.777,2231.09,145.1,31501.82
20220825-0000197,2023-10-10 03:23:55.780,2225.03,150.04,31287.64
20220825-0000198,2023-10-10 03:25:08.770,2228.06,159.31,31501.65
20220825-0000199,2023-10-10 03:26:22.797,2231.09,150.03,32040.85
20220825-0000200,2023-10-10 03:27:35.783,2223.01,159.1,31856.69
20220825-0000201,2023-10-10 03:28:57.781,2231.09,157.14,31995.62
20220825-0000203,2023-10-10 03:31:35.786,2227.05,156.4,28148.92
20220825-0000204,2023-10-10 03:32:48.788,2228.06,142.41,32004.06
20220825-0000205,2023-10-10 03:34:05.776,2226.04,151.8,31599.65
20220825-0000207,2023-10-10 03:35:23.792,2225.03,140.61,31995.68
20220825-0000208,2023-10-10 03:36:39.769,2215.91,135.15,32007.06
20220825-0000208,2023-10-10 03:36:39.769,2227.05,150.17,31690.15
20220825-0000210,2023-10-10 03:37:57.787,2227.05,155.68,31690.49
20220825-0000211,2023-10-10 03:39:14.773,2224.02,148.45,31931.29
20220825-0000212,2023-10-10 03:39:15.779,2227.05,145.49,31475.29
20220825-0000212,2023-10-10 03:39:15.779,2227.05,141.13,33049.06
20220825-0000213,2023-10-10 03:40:33.286,2223.01,162.73,31993.56
20220825-0000214,2023-10-10 03:41:50.269,2223.01,143.96,31288.52
20220825-0000215,2023-10-10 03:44:02.282,2227.05,144.62,31253.27
20220825-0000216,2023-10-10 03:45:24.280,2223.01,147.08,31856.33
20220825-0000217,2023-10-10 03:46:49.941,2223.01,138.29,31989.34
20220825-0000218,2023-10-10 03:47:51.269,2225.03,142.7,31990.69
20220825-0000220,2023-10-10 03:50:29.769,2225.03,153.64,31287.72
20220825-0000222,2023-10-10 03:53:03.776,2229.07,159.3,31931.58
20220825-0000223,2023-10-10 03:54:24.782,2228.06,160.05,31889.25
20220825-0000225,2023-10-10 03:56:59.777,2229.07,154.16,31500.92
20220825-0000226,2023-10-10 03:58:13.772,2225.03,155.32,31463.65
20220825-0000227,2023-10-10 03:59:35.773,2227.05,150.75,31287.57
20220825-0000228,2023-10-10 04:00:49.268,2227.05,156.72,32048.44
20220825-0000229,2023-10-10 04:02:05.264,2225.03,151.37,31997.98
20220825-0000230,2023-10-10 04:03:18.264,2226.04,163.69,31501.35
20220825-0000231,2023-10-10 04:03:19.271,2227.05,162.37,32111.18
20220825-0000232,2023-10-10 04:04:32.257,2225.03,166.76,31825.4
20220825-0000233,2023-10-10 04:05:57.259,2223.01,148.65,31968.76
20220825-0000234,2023-10-10 04:07:18.766,2231.09,162.37,31856.92
20220825-0000235,2023-10-10 04:07:19.768,2228.06,136.96,31399.2
20220825-0000237,2023-10-10 04:09:53.753,2213.9,117.88,32388.32
20220825-0000237,2023-10-10 04:09:53.753,2225.03,130.98,32067.64
20220825-0000238,2023-10-10 04:11:07.760,2231.09,153.72,32062.48
20220825-0000239,2023-10-10 04:12:28.760,2228.06,140.78,31501.35
20220825-0000240,2023-10-10 04:13:41.760,2227.05,146.98,31931.2
20220825-0000240,2023-10-10 04:13:41.760,2227.05,142.57,33527.76
20220825-0000241,2023-10-10 04:13:42.758,2226.04,157.17,31932.07
20220825-0000242,2023-10-10 04:15:03.766,2223.01,161.3,31856.69
20220825-0000244,2023-10-10 04:17:37.757,2228.06,161.65,33377.35
20220825-0000244,2023-10-10 04:17:37.757,2228.06,166.65,31787.95
20220825-0000246,2023-10-10 04:18:51.760,2227.05,152.92,32102.34
20220825-0000247,2023-10-10 04:20:13.247,2225.03,162.26,31928.88
20220825-0000248,2023-10-10 04:21:26.251,2227.05,186.7,31397.44
20220825-0000250,2023-10-10 04:23:53.262,2229.07,160.56,32136.24
20220825-0000251,2023-10-10 04:23:54.261,2223.01,158.76,32005.23
20220825-0000252,2023-10-10 04:25:07.247,2223.01,152.51,32127.94
20220825-0000253,2023-10-10 04:26:20.244,2227.05,144.74,31570.33
20220825-0000254,2023-10-10 04:27:33.252,2228.06,147.54,32069.99
20220825-0000256,2023-10-10 04:30:00.254,2233.11,152.54,32172.27
20220825-0000257,2023-10-10 04:30:01.239,2229.07,156.1,32128.15
20220825-0000258,2023-10-10 04:31:27.000,2226.04,144.39,32069.9
20220825-0000259,2023-10-10 04:32:28.245,2231.09,155.69,31787.22
20220825-0000261,2023-10-10 04:43:28.746,2227.05,155.86,32037.96
20220825-0000262,2023-10-10 04:44:42.245,2226.04,148.78,31688.72
20220825-0000263,2023-10-10 04:45:55.756,2230.08,149.2,31598.88
20220825-0000264,2023-10-10 04:47:08.735,2227.05,142.42,31691.91
20220825-0000266,2023-10-10 04:48:22.750,2226.04,149.23,33210.3
20220825-0000266,2023-10-10 04:48:22.750,2226.04,153.84,31628.86
20220825-0000267,2023-10-10 04:49:36.752,2226.04,153.11,32088.3
20220825-0000268,2023-10-10 04:50:49.743,2227.05,144.13,31499.86
20220825-0000269,2023-10-10 04:52:02.750,2227.05,149.55,32101.35
20220825-0000274,2023-10-10 05:11:24.242,2227.05,162.37,31583.85
20220825-0000275,2023-10-10 05:14:06.233,2223.01,166.09,31287.48
20220825-0000276,2023-10-10 05:14:18.242,2223.01,148.13,31854.67
20220825-0000277,2023-10-10 05:16:04.719,2228.06,156.4,31397.93
20220825-0000278,2023-10-10 05:17:17.732,2224.02,135.57,31502.48
20220825-0000279,2023-10-10 05:18:37.579,2231.09,152.57,31561.68
20220825-0000280,2023-10-10 05:19:52.724,2229.07,153.67,32110.71
20220825-0000281,2023-10-10 05:21:18.224,2232.1,153.99,31598.89
20220825-0000281,2023-10-10 05:21:18.224,2232.1,149.37,33178.84
20220825-0000282,2023-10-10 05:22:31.734,2225.03,152.55,31489.12
20220825-0000283,2023-10-10 05:23:47.231,2223.01,168.25,32068.07
20220825-0000284,2023-10-10 05:23:48.234,2224.02,144.56,31598.12
20220825-0000285,2023-10-10 05:25:06.226,2227.05,147.32,31856.69
20220825-0000286,2023-10-10 05:26:23.235,2226.04,147.62,31397.16
20220825-0000288,2023-10-10 05:28:57.227,2226.04,141.21,31930.74
20220825-0000289,2023-10-10 05:30:15.231,2227.05,149.31,31398.6
20220825-0000290,2023-10-10 05:31:32.224,2223.01,157.76,32121.98
20220825-0000291,2023-10-10 05:32:49.226,2227.05,141.26,31856.82
20220825-0000292,2023-10-10 05:34:06.233,2223.01,174.63,31291.84
20220825-0000293,2023-10-10 05:34:07.215,2224.02,158.02,32111.44
20220825-0000294,2023-10-10 05:35:24.237,2225.03,151.59,31724.04
20220825-0000295,2023-10-10 05:36:41.220,2233.11,143.57,31932.9
20220825-0000296,2023-10-10 05:36:42.223,2226.04,155.82,31779.13
20220825-0000297,2023-10-10 05:37:59.233,2225.03,144.61,32068.81
20220825-0000299,2023-10-10 05:39:13.226,2233.11,153.4,31600.9
20220825-0000300,2023-10-10 05:40:31.224,2229.07,142.34,31776.87
20220825-0000302,2023-10-10 05:43:19.861,2225.03,155.76,31932.51
20220825-0000303,2023-10-10 05:44:23.218,2226.04,151.87,31384.05
20220825-0000304,2023-10-10 05:45:41.217,2229.07,158.99,31932.51
20220825-0000305,2023-10-10 05:46:59.462,2227.05,164.49,31776.6
20220825-0000306,2023-10-10 05:48:15.224,2227.05,156.54,32109.46
20220825-0000308,2023-10-10 05:50:48.227,2227.05,151.38,32106.83
20220825-0000309,2023-10-10 05:52:02.143,2227.05,138.26,31171.05
20220825-0000309,2023-10-10 05:52:02.143,2227.05,134.11,32729.6
20220825-0000310,2023-10-10 05:53:14.722,2226.04,153.55,31565.39
20220825-0000311,2023-10-10 05:54:36.713,2226.04,130.35,31501.96
20220825-0000312,2023-10-10 05:56:00.701,2226.04,162.56,32059.91
20220825-0000313,2023-10-10 05:57:14.717,2229.07,161.67,31443.43
20220825-0000314,2023-10-10 05:58:36.709,2226.04,148.13,31776.05
20220825-0000315,2023-10-10 05:59:50.712,2223.01,157.73,31856.69
20220825-0000317,2023-10-10 06:02:16.708,2228.06,152.0,31855.87
20220825-0000318,2023-10-10 06:03:07.700,2227.05,150.26,31398.08
20220825-0000320,2023-10-10 06:06:28.721,2231.09,151.31,31691.16
20220825-0000321,2023-10-10 06:07:41.715,2227.05,153.21,32061.68
20220825-0000323,2023-10-10 06:10:09.208,2233.11,155.78,31855.89
20220825-0000324,2023-10-10 06:13:49.699,2227.05,148.53,31258.9
20220825-0000325,2023-10-10 06:15:03.213,2231.09,157.55,31927.68
20220825-0000326,2023-10-10 06:16:16.697,2222.0,156.79,31396.23
20220825-0000327,2023-10-10 06:17:29.714,2228.06,135.52,31933.06
20220825-0000328,2023-10-10 06:17:30.701,2228.06,172.68,31398.72
20220825-0000329,2023-10-10 06:18:43.699,2224.02,161.14,32045.99
20220825-0000330,2023-10-10 06:19:56.696,2228.06,136.51,31857.18
20220825-0000334,2023-10-10 06:28:53.689,2214.91,133.87,31601.34
20220825-0000334,2023-10-10 06:28:53.689,2226.04,148.74,31288.46
20220825-0000335,2023-10-10 06:30:56.702,2224.02,144.95,31383.05
20220825-0000336,2023-10-10 06:32:10.703,2226.04,154.78,31841.21
20220825-0000337,2023-10-10 06:33:23.694,2223.01,145.06,31599.25
20220825-0000338,2023-10-10 06:34:37.698,2223.01,154.95,31943.92
20220825-0000340,2023-10-10 06:37:04.693,2225.03,139.67,31690.03
20220825-0000342,2023-10-10 06:38:18.702,2225.03,143.59,31931.56
20220825-0000344,2023-10-10 06:40:44.702,2223.01,147.83,31805.78
20220825-0000345,2023-10-10 06:41:58.694,2226.04,141.22,31170.53
20220825-0000346,2023-10-10 06:43:12.688,2232.1,162.26,31429.24
20220825-0000347,2023-10-10 06:44:25.695,2232.1,143.17,31254.45
20220825-0000348,2023-10-10 06:45:39.687,2225.03,140.1,31501.71
20220825-0000349,2023-10-10 06:46:52.690,2225.03,164.53,31856.06
20220825-0000350,2023-10-10 06:48:05.698,2224.02,148.42,32044.79
20220825-0000351,2023-10-10 06:49:19.694,2226.04,146.41,31397.07
20220825-0000352,2023-10-10 06:50:32.693,2227.05,134.26,31689.41
20220825-0000353,2023-10-10 06:51:46.183,2223.01,141.83,32029.44
20220825-0000354,2023-10-10 06:52:59.692,2214.91,134.79,32174.53
20220825-0000354,2023-10-10 06:52:59.692,2226.04,149.76,31855.97
20220825-0000356,2023-10-10 06:54:13.690,2227.05,141.32,31342.49
20220825-0000357,2023-10-10 06:55:26.696,2227.05,144.78,31625.94
20220825-0000358,2023-10-10 06:56:39.689,2231.09,147.48,31289.06
20220825-0000359,2023-10-10 06:57:53.693,2226.04,153.52,31501.77
20220825-0000362,2023-10-10 07:08:10.685,2224.02,152.98,31601.07
20220825-0000362,2023-10-10 07:08:10.685,2224.02,148.39,33181.12
20220825-0000363,2023-10-10 07:09:24.688,2226.04,154.79,31856.54
20220825-0000364,2023-10-10 07:10:37.677,2231.09,158.02,31997.07
20220825-0000365,2023-10-10 07:11:50.690,2224.02,141.1,31987.77
20220825-0000366,2023-10-10 07:17:28.058,2226.04,152.04,31501.62
20220825-0000368,2023-10-10 07:17:29.598,2224.02,148.44,31598.83
20220825-0000370,2023-10-10 07:22:02.305,2226.04,152.32,32042.55
20220825-0000372,2023-10-10 07:23:09.670,2231.09,153.26,31598.95
20220825-0000373,2023-10-10 07:24:22.670,2228.06,156.65,31862.39
20220825-0000374,2023-10-10 07:25:40.670,2223.01,147.8,31957.14
20220825-0000375,2023-10-10 07:27:19.682,2226.04,147.47,31479.51
20220825-0000376,2023-10-10 07:28:55.675,2225.03,160.0,31399.31
20220825-0000377,2023-10-10 07:30:08.674,2215.91,126.44,31922.42
20220825-0000377,2023-10-10 07:30:08.674,2227.05,140.49,31606.36
20220825-0000378,2023-10-10 07:31:29.680,2232.1,154.91,31499.41
20220825-0000379,2023-10-10 07:32:43.663,2232.1,142.99,31888.41
20220825-0000380,2023-10-10 07:33:56.672,2224.02,145.67,31774.92
20220825-0000382,2023-10-10 07:36:23.670,2227.05,140.08,31598.97
20220825-0000383,2023-10-10 07:37:36.662,2224.02,140.63,31398.14
20220825-0000384,2023-10-10 07:37:37.668,2223.01,171.8,32001.77
20220825-0000386,2023-10-10 07:40:03.664,2233.11,154.68,31169.83
20220825-0000387,2023-10-10 07:41:25.170,2224.02,139.17,31506.65
20220825-0000388,2023-10-10 07:42:38.174,2230.08,154.2,31774.81
20220825-0000389,2023-10-10 07:42:39.177,2226.04,148.62,31598.47
20220825-0000390,2023-10-10 07:43:52.791,2226.04,138.96,32042.36
20220825-0000391,2023-10-10 07:45:11.174,2226.04,138.83,31359.6
20220825-0000392,2023-10-10 07:46:33.166,2233.11,151.01,33590.87
20220825-0000392,2023-10-10 07:46:33.166,2233.11,155.68,31991.31
20220825-0000393,2023-10-10 07:47:46.171,2225.03,156.36,31774.95
20220825-0000394,2023-10-10 07:49:01.673,2224.02,139.44,31572.06
20220825-0000395,2023-10-10 07:50:23.168,2227.05,159.75,31502.78
20220825-0000397,2023-10-10 07:51:37.178,2227.05,161.95,31585.59
20220825-0000399,2023-10-10 07:54:09.170,2225.03,145.42,31997.32
20220825-0000401,2023-10-10 07:55:31.662,2227.05,152.97,31990.11
20220825-0000402,2023-10-10 07:56:44.669,2224.02,150.49,32018.56
20220825-0000403,2023-10-10 07:57:57.669,2225.03,137.28,31855.98
20220825-0000404,2023-10-10 07:59:17.656,2230.08,153.45,31999.31
20220825-0000406,2023-10-10 08:00:39.652,2223.01,149.05,31958.09
20220825-0000408,2023-10-10 08:01:52.663,2229.07,146.5,31500.42
20220825-0000409,2023-10-10 08:03:05.666,2225.03,148.3,32044.68
20220825-0000410,2023-10-10 08:03:31.660,2224.02,148.01,31493.91
20220825-0000411,2023-10-10 08:04:53.655,2229.07,151.76,31940.05
20220825-0000412,2023-10-10 08:06:16.657,2224.02,150.09,31597.55
20220825-0000413,2023-10-10 08:07:29.650,2226.04,154.54,31890.47
20220825-0000415,2023-10-10 08:10:06.659,2226.04,149.64,31501.3
20220825-0000417,2023-10-10 08:12:33.653,2226.04,154.76,31856.3
20220825-0000418,2023-10-10 08:13:47.649,2231.09,158.22,31672.02
20220825-0000419,2023-10-10 08:15:00.665,2225.03,153.55,30104.93
20220825-0000421,2023-10-10 08:16:14.657,2227.05,140.84,31775.04
20220825-0000421,2023-10-10 08:16:14.657,2227.05,136.62,33363.79
20220825-0000422,2023-10-10 08:17:27.664,2223.01,157.23,31389.95
20220825-0000423,2023-10-10 08:18:40.656,2230.08,164.4,31838.4
20220825-0000425,2023-10-10 08:21:07.655,2232.1,152.14,31932.1
20220825-0000426,2023-10-10 08:22:21.659,2230.08,159.24,31807.11
20220825-0000427,2023-10-10 08:23:34.653,2227.05,150.79,31990.16
20220825-0000428,2023-10-10 08:24:48.648,2227.05,157.78,31688.53
20220825-0000430,2023-10-10 08:27:15.642,2225.03,134.22,31855.7
20220825-0000431,2023-10-10 08:28:28.639,2228.06,152.08,31612.79
20220825-0000432,2023-10-10 08:30:54.653,2227.05,156.29,31690.09
20220825-0000434,2023-10-10 08:32:29.642,2226.04,144.97,31491.14
20220825-0000435,2023-10-10 08:33:45.643,2228.06,150.19,31690.44
20220825-0000436,2023-10-10 08:35:02.649,2228.06,159.44,31397.18
20220825-0000437,2023-10-10 08:36:18.646,2224.02,150.69,31169.55
20220825-0000439,2023-10-10 08:39:19.648,2225.03,161.69,31928.53
20220825-0000441,2023-10-10 08:42:01.642,2228.06,145.62,31775.09
20220825-0000443,2023-10-10 08:44:35.638,2225.03,164.42,31829.0
20220825-0000444,2023-10-10 08:45:52.651,2227.05,157.38,31925.2
20220825-0000445,2023-10-10 08:45:53.633,2225.03,160.61,31748.56
20220825-0000446,2023-10-10 08:47:10.638,2224.02,152.48,31170.43
20220825-0000447,2023-10-10 08:48:26.635,2223.01,149.01,31967.79
20220825-0000448,2023-10-10 08:49:43.641,2224.02,148.46,33448.77
20220825-0000448,2023-10-10 08:49:43.641,2224.02,153.05,31855.97
20220825-0000449,2023-10-10 08:51:00.640,2225.03,144.78,31997.57
20220825-0000450,2023-10-10 08:52:17.642,2224.02,155.38,31396.06
20220825-0000451,2023-10-10 08:53:46.645,2223.01,158.32,31568.53
20220825-0000452,2023-10-10 08:54:06.640,2227.05,147.47,31232.39
20220825-0000454,2023-10-10 08:56:52.637,2225.03,166.49,31287.01
20220825-0000455,2023-10-10 08:58:05.632,2227.05,137.08,32042.14
20220825-0000456,2023-10-10 08:59:19.627,2232.1,167.51,31398.36
20220825-0000457,2023-10-10 09:00:32.622,2225.03,142.23,33678.78
20220825-0000457,2023-10-10 09:00:32.622,2225.03,146.63,32075.03
20220825-0000458,2023-10-10 09:02:32.629,2226.04,163.07,29478.43
20220825-0000459,2023-10-10 09:03:51.651,2225.03,149.88,31779.51
20220825-0000460,2023-10-10 09:05:04.632,2228.06,165.44,31913.59
20220825-0000461,2023-10-10 09:06:18.638,2233.11,138.5,31774.95
20220825-0000462,2023-10-10 09:07:31.633,2223.01,140.29,31876.36
20220825-0000463,2023-10-10 09:08:45.246,2225.03,175.24,31501.19
20220825-0000464,2023-10-10 09:08:45.629,2228.06,150.8,31747.84
20220825-0000465,2023-10-10 09:09:58.624,2224.02,158.05,31690.11
20220825-0000467,2023-10-10 09:12:25.624,2227.05,155.07,33528.62
20220825-0000467,2023-10-10 09:12:25.624,2227.05,159.86,31932.02
20220825-0000468,2023-10-10 09:13:38.632,2225.03,140.59,32059.15
20220825-0000469,2023-10-10 09:14:52.623,2228.06,141.39,31998.61
20220825-0000470,2023-10-10 09:16:05.629,2232.1,139.94,31170.4
20220825-0000471,2023-10-10 09:17:19.630,2226.04,154.84,32078.96
20220825-0000472,2023-10-10 09:18:32.626,2226.04,156.69,31500.4
20220825-0000473,2023-10-10 09:19:45.624,2226.04,141.41,31500.87
20220825-0000474,2023-10-10 09:20:59.629,2223.01,148.72,32029.99
20220825-0000475,2023-10-10 09:22:12.624,2228.06,146.19,31597.55
20220825-0000476,2023-10-10 09:23:25.623,2223.01,144.62,31045.16
20220825-0000476,2023-10-10 09:23:25.623,2223.01,140.28,32597.42
20220825-0000478,2023-10-10 09:24:39.633,2227.05,154.63,32031.82
20220825-0000479,2023-10-10 09:25:52.629,2227.05,148.43,31988.96
20220825-0000480,2023-10-10 09:27:06.620,2223.01,166.62,31220.02
20220825-0000481,2023-10-10 09:28:19.621,2225.03,150.65,31775.07
20220825-0000482,2023-10-10 09:29:32.616,2225.03,159.23,31612.02
20220825-0000483,2023-10-10 09:30:46.617,2223.01,146.87,31398.17
20220825-0000485,2023-10-10 09:33:13.619,2226.04,156.44,32032.07
20220825-0000486,2023-10-10 09:34:26.617,2224.02,155.5,31696.53
20220825-0000487,2023-10-10 09:35:40.619,2225.03,159.5,32099.38
20220825-0000488,2023-10-10 09:36:53.625,2223.01,169.17,31285.98
20220825-0000489,2023-10-10 09:38:07.611,2226.04,154.89,31399.01
20220825-0000490,2023-10-10 09:39:20.622,2226.04,133.93,31931.81
20220825-0000491,2023-10-10 09:40:34.611,2229.07,153.8,32001.91
20220825-0000493,2023-10-10 09:43:01.618,2226.04,144.58,31776.19
20220825-0000493,2023-10-10 09:43:01.618,2226.04,140.24,33365.0
20220825-0000494,2023-10-10 09:44:28.606,2223.01,153.7,31495.79
20220825-0000495,2023-10-10 09:45:42.611,2226.04,149.13,31855.81
20220825-0000496,2023-10-10 09:46:56.613,2225.03,150.07,31856.28
20220825-0000498,2023-10-10 09:49:22.613,2227.05,170.39,31501.66
20220825-0000499,2023-10-10 09:49:23.617,2224.02,151.89,31684.54
20220825-0000500,2023-10-10 09:50:36.620,2226.04,149.76,31500.83
20220825-0000501,2023-10-10 09:51:49.614,2223.01,134.75,31827.59
20220825-0000502,2023-10-10 09:53:03.603,2227.05,154.8,31689.76
20220825-0000503,2023-10-10 09:54:16.608,2226.04,143.16,31856.49
20220825-0000504,2023-10-10 09:55:29.610,2224.02,156.21,31286.68
20220825-0000504,2023-10-10 09:55:29.610,2224.02,151.53,32851.01
20220825-0000505,2023-10-10 09:56:43.617,2224.02,147.11,31286.68
20220825-0000506,2023-10-10 09:57:57.606,2224.02,138.01,32020.38
20220825-0000507,2023-10-10 09:59:10.110,2223.01,164.43,31598.72
20220825-0000508,2023-10-10 09:59:11.117,2223.01,149.52,32105.85
20220825-0000509,2023-10-10 10:00:24.106,2226.04,157.92,31600.26
20220825-0000511,2023-10-10 10:02:51.105,2226.04,145.02,31670.62
20220825-0000512,2023-10-10 10:04:29.106,2229.07,162.1,31774.93
20220825-0000513,2023-10-10 10:05:42.103,2226.04,149.39,32093.52
20220825-0000514,2023-10-10 10:06:58.099,2226.04,157.83,31998.35
20220825-0000516,2023-10-10 10:09:36.113,2225.03,163.93,32002.8
20220825-0000517,2023-10-10 10:11:00.099,2226.04,155.42,31598.77
20220825-0000518,2023-10-10 10:12:14.102,2227.05,157.7,32001.79
20220825-0000518,2023-10-10 10:12:14.102,2227.05,152.97,33601.88
20220825-0000519,2023-10-10 10:13:31.111,2223.01,178.06,31935.95
20220825-0000520,2023-10-10 10:14:44.102,2224.02,172.45,31501.06
