cnc_id,cnc_date,SpindleSpeed_max,Servocurrent_mean,SpindleLoad_max
20220824-0000080,2023-10-09 00:39:54.643,2228.06,159.13,31501.99
20220824-0000081,2023-10-09 00:41:10.643,2228.06,150.77,31948.76
20220824-0000082,2023-10-09 00:42:25.631,2222.0,173.89,29842.99
20220824-0000083,2023-10-09 00:43:40.633,2225.03,144.52,31775.67
20220824-0000084,2023-10-09 00:44:56.641,2228.06,169.35,31170.62
20220824-0000085,2023-10-09 00:46:11.637,2225.03,162.47,33364.46
20220824-0000085,2023-10-09 00:46:11.637,2225.03,167.5,31775.67
20220824-0000086,2023-10-09 00:47:24.634,2224.02,155.33,31170.62
20220824-0000087,2023-10-09 00:48:38.628,2226.04,155.82,30911.6
20220824-0000088,2023-10-09 00:49:53.137,2228.06,150.76,31855.89
20220824-0000089,2023-10-09 00:51:15.131,2227.05,138.64,31288.43
20220824-0000090,2023-10-09 00:52:29.125,2225.03,159.84,32070.77
20220824-0000091,2023-10-09 00:53:42.127,2227.05,158.9,31225.6
20220824-0000092,2023-10-09 00:54:56.127,2226.04,151.71,32070.77
20220824-0000093,2023-10-09 00:56:11.131,2224.02,147.39,31776.35
20220824-0000094,2023-10-09 00:57:26.631,2217.92,133.39,32093.96
20220824-0000094,2023-10-09 00:57:26.631,2229.07,148.21,31776.19
20220824-0000095,2023-10-09 00:58:39.125,2226.04,136.88,31502.91
20220824-0000096,2023-10-09 00:58:40.129,2228.06,162.6,31170.21
20220824-0000097,2023-10-09 00:59:53.127,2225.03,156.31,31502.91
20220824-0000098,2023-10-09 01:01:16.129,2233.11,142.84,33577.62
20220824-0000098,2023-10-09 01:01:16.129,2233.11,147.26,31978.68
20220824-0000099,2023-10-09 01:02:29.134,2228.06,165.94,31586.72
20220824-0000100,2023-10-09 01:03:43.126,2225.03,151.04,31171.2
20220824-0000101,2023-10-09 01:04:57.124,2227.05,143.64,31598.39
20220824-0000102,2023-10-09 01:06:12.127,2224.02,139.61,32598.34
20220824-0000102,2023-10-09 01:06:12.127,2224.02,143.93,31046.04
20220824-0000103,2023-10-09 01:06:13.128,2223.01,150.31,31689.49
20220824-0000104,2023-10-09 01:07:26.128,2225.03,149.48,31933.52
20220824-0000105,2023-10-09 01:07:27.133,2214.91,134.61,32006.39
20220824-0000105,2023-10-09 01:07:27.133,2226.04,149.57,31689.49
20220824-0000106,2023-10-09 01:08:40.124,2223.01,147.16,32016.05
20220824-0000106,2023-10-09 01:08:40.124,2211.89,132.44,32336.21
20220824-0000108,2023-10-09 01:11:11.124,2225.03,151.82,31289.99
20220824-0000109,2023-10-09 01:12:27.928,2226.04,152.32,31775.07
20220824-0000110,2023-10-09 01:13:42.123,2224.02,155.49,31289.99
20220824-0000111,2023-10-09 01:13:43.127,2226.04,138.58,31775.07
20220824-0000112,2023-10-09 01:14:57.132,2223.01,154.72,29670.8
20220824-0000114,2023-10-09 01:17:06.122,2224.02,161.51,31598.06
20220824-0000115,2023-10-09 01:19:13.125,2232.1,168.97,31974.42
20220824-0000116,2023-10-09 01:21:37.611,2225.03,143.04,32003.18
20220824-0000117,2023-10-09 01:21:46.116,2227.05,161.36,31974.42
20220824-0000118,2023-10-09 01:22:59.113,2227.05,147.1,32003.18
20220824-0000119,2023-10-09 01:24:12.613,2224.02,151.47,31689.6
20220824-0000120,2023-10-09 01:25:28.616,2227.05,156.34,31932.87
20220824-0000121,2023-10-09 01:26:42.116,2227.05,134.31,31447.79
20220824-0000122,2023-10-09 01:27:55.622,2211.89,140.65,31713.46
20220824-0000122,2023-10-09 01:27:55.622,2223.01,156.28,31399.46
20220824-0000123,2023-10-09 01:29:12.123,2226.04,155.54,31776.89
20220824-0000124,2023-10-09 01:30:36.623,2227.05,146.05,32003.08
20220824-0000125,2023-10-09 01:32:07.355,2226.04,166.44,31857.74
20220824-0000126,2023-10-09 01:33:03.615,2224.02,146.79,31855.35
20220824-0000127,2023-10-09 01:34:17.109,2225.03,139.45,32064.38
20220824-0000128,2023-10-09 01:35:30.607,2224.02,151.03,32038.54
20220824-0000129,2023-10-09 01:36:44.117,2225.03,155.74,31599.96
20220824-0000130,2023-10-09 01:36:45.104,2231.09,146.21,31932.57
20220824-0000132,2023-10-09 01:37:58.614,2227.05,139.71,31398.06
20220824-0000134,2023-10-09 01:40:24.620,2228.06,155.77,31776.05
20220824-0000136,2023-10-09 02:08:08.602,2231.09,147.37,32086.94
20220824-0000138,2023-10-09 02:11:08.587,2226.04,151.0,31942.56
20220824-0000139,2023-10-09 02:12:25.595,2229.07,148.31,31400.05
20220824-0000140,2023-10-09 02:14:01.097,2225.03,147.14,32083.01
20220824-0000141,2023-10-09 02:15:14.582,2224.02,153.98,31551.52
20220824-0000142,2023-10-09 02:16:34.091,2227.05,139.65,32032.5
20220824-0000143,2023-10-09 02:16:35.498,2233.11,152.32,32083.3
20220824-0000144,2023-10-09 02:17:48.082,2225.03,147.76,31290.3
20220824-0000145,2023-10-09 02:19:09.093,2224.02,153.16,31289.83
20220824-0000146,2023-10-09 02:20:22.080,2224.02,159.65,32003.87
20220824-0000147,2023-10-09 02:20:23.110,2225.03,156.83,31777.36
20220824-0000149,2023-10-09 02:23:03.101,2228.06,140.77,31291.03
20220824-0000150,2023-10-09 02:24:25.085,2228.06,153.3,31289.71
20220824-0000151,2023-10-09 02:26:00.450,2230.08,138.42,32001.31
20220824-0000153,2023-10-09 02:28:05.100,2226.04,177.43,31600.86
20220824-0000154,2023-10-09 02:29:18.576,2227.05,154.9,31502.99
20220824-0000156,2023-10-09 02:32:45.590,2225.03,137.55,31289.23
20220824-0000157,2023-10-09 02:34:40.162,2224.02,144.49,31492.29
20220824-0000158,2023-10-09 02:35:21.085,2223.01,154.08,31600.96
20220824-0000159,2023-10-09 02:36:34.582,2228.06,156.41,31979.19
20220824-0000160,2023-10-09 02:37:48.079,2225.03,157.31,31502.07
20220824-0000161,2023-10-09 02:39:07.071,2225.03,147.87,32058.39
20220824-0000162,2023-10-09 02:40:20.585,2228.06,160.18,31288.19
20220824-0000163,2023-10-09 02:41:34.083,2227.05,145.09,31691.09
20220824-0000164,2023-10-09 02:42:47.574,2225.03,160.42,31932.08
20220824-0000165,2023-10-09 02:44:01.069,2224.02,156.99,31690.58
20220824-0000166,2023-10-09 02:45:14.070,2224.02,133.33,32056.53
20220824-0000167,2023-10-09 02:45:15.077,2225.03,158.67,31775.91
20220824-0000168,2023-10-09 02:46:28.076,2230.08,151.43,31557.8
20220824-0000169,2023-10-09 02:47:41.572,2227.05,149.13,31287.8
20220824-0000170,2023-10-09 02:50:10.572,2223.01,164.88,32109.48
20220824-0000171,2023-10-09 02:51:47.077,2222.0,160.51,31758.11
20220824-0000172,2023-10-09 02:53:50.073,2225.03,152.45,31400.19
20220824-0000172,2023-10-09 02:53:50.073,2213.9,137.2,31714.19
20220824-0000174,2023-10-09 02:55:27.068,2226.04,151.34,32110.47
20220824-0000175,2023-10-09 02:56:46.060,2228.06,137.46,31288.46
20220824-0000176,2023-10-09 02:58:00.090,2226.04,159.16,31856.55
20220824-0000177,2023-10-09 02:59:13.561,2228.06,150.12,31398.77
20220824-0000178,2023-10-09 03:00:34.997,2218.93,140.03,32375.57
20220824-0000178,2023-10-09 03:00:34.997,2230.08,155.59,32055.02
20220824-0000179,2023-10-09 03:01:57.080,2228.06,143.59,31689.76
20220824-0000180,2023-10-09 03:03:37.066,2227.05,165.78,32044.29
20220824-0000182,2023-10-09 03:06:27.570,2226.04,158.13,31996.56
20220824-0000183,2023-10-09 03:07:58.479,2226.04,158.74,31399.23
20220824-0000184,2023-10-09 03:09:36.069,2224.02,157.86,31931.67
20220824-0000185,2023-10-09 03:10:53.059,2223.01,150.24,31668.36
20220824-0000186,2023-10-09 03:12:25.929,2226.04,139.49,31994.51
20220824-0000190,2023-10-09 03:26:33.058,2227.05,167.26,32034.26
20220824-0000191,2023-10-09 03:28:08.705,2223.01,152.3,31857.01
20220824-0000192,2023-10-09 03:28:08.820,2226.04,148.08,31288.46
20220824-0000193,2023-10-09 03:29:34.057,2211.89,133.82,32008.17
20220824-0000193,2023-10-09 03:29:34.057,2223.01,148.69,31691.26
20220824-0000194,2023-10-09 03:30:50.560,2223.01,149.8,31559.11
20220824-0000195,2023-10-09 03:30:51.560,2230.08,165.08,31748.09
20220824-0000197,2023-10-09 03:32:08.555,2227.05,140.61,31990.77
20220824-0000198,2023-10-09 03:33:25.554,2226.04,148.52,31777.33
20220824-0000198,2023-10-09 03:33:25.554,2226.04,144.07,33366.2
20220824-0000200,2023-10-09 03:36:00.054,2226.04,162.6,31813.72
20220824-0000201,2023-10-09 03:37:19.273,2226.04,136.97,31846.26
20220824-0000203,2023-10-09 03:39:53.044,2225.03,159.71,31289.91
20220824-0000205,2023-10-09 03:42:32.559,2227.05,151.51,31172.77
20220824-0000206,2023-10-09 03:44:08.105,2223.01,138.1,31857.83
20220824-0000207,2023-10-09 03:45:26.796,2225.03,164.28,31373.55
20220824-0000208,2023-10-09 03:46:40.380,2222.0,179.64,31503.38
20220824-0000209,2023-10-09 03:52:38.221,2229.07,194.22,31909.99
20220824-0000210,2023-10-09 03:52:55.216,2225.03,136.01,32730.82
20220824-0000210,2023-10-09 03:52:55.216,2225.03,140.21,31172.21
20220824-0000211,2023-10-09 03:54:13.122,2227.05,140.69,31924.95
20220824-0000212,2023-10-09 03:55:40.498,2214.91,133.04,32008.32
20220824-0000212,2023-10-09 03:55:40.498,2226.04,147.82,31691.4
20220824-0000213,2023-10-09 03:56:34.712,2228.06,155.09,32022.81
20220824-0000214,2023-10-09 03:57:48.217,2223.01,164.13,31932.7
20220824-0000215,2023-10-09 03:59:01.716,2229.07,140.79,31929.04
20220824-0000216,2023-10-09 04:00:15.216,2232.1,153.71,6325.85
20220824-0000217,2023-10-09 04:01:28.711,2223.01,153.93,31776.64
20220824-0000218,2023-10-09 04:02:42.205,2225.03,152.29,31552.83
20220824-0000219,2023-10-09 04:03:55.712,2230.08,137.87,31599.73
20220824-0000220,2023-10-09 04:05:08.719,2224.02,161.29,31288.46
20220824-0000223,2023-10-09 04:16:23.213,2229.07,143.32,31997.4
20220824-0000224,2023-10-09 04:18:05.215,2226.04,144.38,31184.7
20220824-0000225,2023-10-09 04:19:25.214,2232.1,168.93,31690.71
20220824-0000226,2023-10-09 04:20:42.708,2223.01,148.05,31932.71
20220824-0000227,2023-10-09 04:22:00.209,2225.03,155.0,32073.28
20220824-0000228,2023-10-09 04:23:17.208,2226.04,158.09,31600.14
20220824-0000230,2023-10-09 04:25:48.197,2226.04,151.56,31778.14
20220824-0000231,2023-10-09 04:27:14.206,2228.06,141.26,31934.35
20220824-0000233,2023-10-09 04:28:58.197,2226.04,151.28,32004.53
20220824-0000234,2023-10-09 04:31:04.701,2224.02,148.73,32061.14
20220824-0000235,2023-10-09 04:32:29.697,2226.04,148.63,31684.58
20220824-0000236,2023-10-09 04:33:43.199,2225.03,153.27,31468.9
20220824-0000237,2023-10-09 04:34:56.704,2225.03,148.67,32074.14
20220824-0000238,2023-10-09 04:36:10.185,2223.01,149.47,32002.15
20220824-0000239,2023-10-09 04:36:11.198,2227.05,149.36,32106.62
20220824-0000241,2023-10-09 04:38:37.189,2227.05,148.05,32051.48
20220824-0000242,2023-10-09 04:39:50.189,2222.0,154.09,31932.51
20220824-0000243,2023-10-09 04:39:51.197,2214.91,139.13,32393.05
20220824-0000243,2023-10-09 04:39:51.197,2226.04,154.59,32072.33
20220824-0000244,2023-10-09 04:41:04.193,2223.01,151.98,31776.19
20220824-0000245,2023-10-09 04:42:18.188,2221.94,128.55,32319.38
20220824-0000245,2023-10-09 04:42:18.188,2233.11,142.83,31999.39
20220824-0000247,2023-10-09 04:44:45.187,2223.01,153.94,31600.52
20220824-0000248,2023-10-09 04:45:58.185,2227.05,158.93,32089.72
20220824-0000249,2023-10-09 04:47:11.187,2227.05,137.31,32154.14
20220824-0000251,2023-10-09 04:48:25.186,2227.05,147.26,31599.71
20220824-0000252,2023-10-09 04:49:39.189,2226.04,155.84,31932.73
20220824-0000253,2023-10-09 04:50:52.193,2223.01,143.22,32065.4
20220824-0000255,2023-10-09 04:53:19.180,2220.94,130.24,32414.01
20220824-0000255,2023-10-09 04:53:19.180,2232.1,144.71,32093.08
20220824-0000256,2023-10-09 04:54:39.183,2227.05,152.29,31599.19
20220824-0000257,2023-10-09 04:55:52.180,2226.04,153.08,32097.3
20220824-0000259,2023-10-09 04:58:40.184,2226.04,154.73,31440.35
20220824-0000260,2023-10-09 04:59:54.177,2224.02,150.31,33528.72
20220824-0000260,2023-10-09 04:59:54.177,2224.02,154.96,31932.11
20220824-0000261,2023-10-09 05:01:07.189,2230.08,151.56,32061.63
20220824-0000262,2023-10-09 05:02:20.193,2226.04,147.73,32086.75
20220824-0000263,2023-10-09 05:02:21.179,2223.01,161.1,32108.55
20220824-0000263,2023-10-09 05:02:21.179,2211.89,144.99,32429.63
20220824-0000264,2023-10-09 05:03:34.188,2228.06,144.47,31398.69
20220824-0000264,2023-10-09 05:03:34.188,2216.92,130.02,31712.68
20220824-0000265,2023-10-09 05:04:48.178,2223.01,151.39,31599.9
20220824-0000266,2023-10-09 05:06:01.179,2225.03,151.38,31289.12
20220824-0000267,2023-10-09 05:07:14.183,2228.06,150.37,32125.02
20220824-0000268,2023-10-09 05:08:28.184,2226.04,156.41,31599.22
20220824-0000269,2023-10-09 05:09:42.177,2227.05,161.46,32096.74
20220824-0000270,2023-10-09 05:10:55.181,2233.11,158.39,31398.34
20220824-0000272,2023-10-09 05:13:28.173,2224.02,139.16,31856.13
20220824-0000273,2023-10-09 05:13:29.181,2227.05,149.03,31502.25
20220824-0000274,2023-10-09 05:14:42.172,2227.05,144.64,31932.98
20220824-0000275,2023-10-09 05:15:59.181,2227.05,141.35,31501.22
20220824-0000276,2023-10-09 05:17:21.187,2225.03,150.71,31501.35
20220824-0000277,2023-10-09 05:18:34.178,2225.03,154.06,31598.02
20220824-0000278,2023-10-09 05:19:51.187,2227.05,147.51,32002.75
20220824-0000279,2023-10-09 05:21:13.173,2223.01,137.9,31598.56
20220824-0000280,2023-10-09 05:22:26.169,2226.04,154.56,31287.01
20220824-0000282,2023-10-09 05:25:05.178,2223.01,138.69,31775.34
20220824-0000283,2023-10-09 05:26:19.174,2226.04,148.26,31599.11
20220824-0000284,2023-10-09 05:27:32.183,2227.05,151.06,31490.27
20220824-0000285,2023-10-09 05:28:53.172,2227.05,143.36,31775.83
20220824-0000286,2023-10-09 05:30:15.176,2223.01,157.37,31690.49
20220824-0000287,2023-10-09 05:31:28.180,2229.07,147.42,31932.41
20220824-0000288,2023-10-09 05:32:56.175,2223.01,150.16,32067.0
20220824-0000288,2023-10-09 05:32:56.175,2223.01,145.65,33670.34
20220824-0000289,2023-10-09 05:35:08.174,2226.04,153.67,31917.75
20220824-0000290,2023-10-09 05:36:31.171,2229.07,144.19,31932.87
20220824-0000291,2023-10-09 05:37:51.169,2224.02,162.12,31599.62
20220824-0000292,2023-10-09 05:39:09.170,2227.05,151.55,31798.32
20220824-0000293,2023-10-09 05:40:26.170,2227.05,147.9,32059.44
20220824-0000294,2023-10-09 05:41:43.172,2226.04,165.8,31776.34
20220824-0000295,2023-10-09 05:43:05.169,2223.01,149.62,31978.68
20220824-0000296,2023-10-09 05:44:43.161,2228.06,150.14,31931.69
20220824-0000297,2023-10-09 05:45:57.162,2226.04,150.64,32053.6
20220824-0000298,2023-10-09 05:47:11.161,2232.1,157.24,31361.02
20220824-0000300,2023-10-09 05:49:38.166,2229.07,153.62,31600.0
20220824-0000302,2023-10-09 05:52:10.160,2224.02,157.19,32080.66
20220824-0000303,2023-10-09 05:53:26.164,2227.05,158.37,31662.6
20220824-0000304,2023-10-09 05:54:48.159,2224.02,137.06,31931.58
20220824-0000305,2023-10-09 05:56:01.167,2225.03,159.28,32002.17
20220824-0000306,2023-10-09 05:56:02.156,2231.09,161.9,32051.12
20220824-0000307,2023-10-09 05:57:18.163,2223.01,148.76,31286.9
20220824-0000307,2023-10-09 05:57:18.163,2223.01,144.29,32851.24
20220824-0000308,2023-10-09 05:57:19.151,2224.02,165.19,31690.58
20220824-0000309,2023-10-09 05:58:40.156,2226.04,148.56,31775.82
20220824-0000309,2023-10-09 05:58:40.156,2226.04,144.1,33364.61
20220824-0000310,2023-10-09 05:59:54.166,2223.01,145.17,32036.95
20220824-0000311,2023-10-09 06:01:08.146,2226.04,154.77,31289.0
20220824-0000313,2023-10-09 06:03:41.163,2226.04,171.33,31933.39
20220824-0000314,2023-10-09 06:04:58.155,2223.01,150.3,32000.16
20220824-0000315,2023-10-09 06:06:12.157,2226.04,152.55,31599.73
20220824-0000317,2023-10-09 06:09:10.157,2226.04,140.67,31287.97
20220824-0000319,2023-10-09 06:12:01.148,2228.06,156.22,33597.82
20220824-0000319,2023-10-09 06:12:01.148,2228.06,161.05,31997.92
20220824-0000320,2023-10-09 06:13:30.142,2222.0,154.36,31417.47
20220824-0000321,2023-10-09 06:13:31.157,2226.04,144.08,31500.57
20220824-0000322,2023-10-09 06:14:44.156,2230.08,156.11,32038.72
20220824-0000324,2023-10-09 06:17:23.146,2227.05,165.36,31856.54
20220824-0000325,2023-10-09 06:18:45.154,2225.03,161.46,31650.92
20220824-0000325,2023-10-09 06:18:45.154,2225.03,156.61,33233.47
20220824-0000326,2023-10-09 06:19:58.149,2226.04,148.26,32034.61
20220824-0000328,2023-10-09 06:22:35.149,2232.1,154.06,31777.68
20220824-0000329,2023-10-09 06:29:02.147,2225.03,155.06,31597.88
20220824-0000330,2023-10-09 06:30:15.135,2227.05,142.91,32002.92
20220824-0000331,2023-10-09 06:30:16.150,2227.05,144.94,32049.11
20220824-0000333,2023-10-09 06:32:50.144,2225.03,144.09,31924.11
20220824-0000334,2023-10-09 06:34:12.140,2226.04,159.47,31777.3
20220824-0000337,2023-10-09 06:42:29.078,2228.06,153.3,31743.94
20220824-0000338,2023-10-09 06:42:40.090,2226.04,154.08,31528.92
20220824-0000339,2023-10-09 06:44:02.087,2225.03,146.92,31933.22
20220824-0000340,2023-10-09 06:45:15.577,2226.04,147.53,32000.59
20220824-0000340,2023-10-09 06:45:15.577,2226.04,143.1,33600.62
20220824-0000341,2023-10-09 06:46:29.077,2232.1,162.12,31599.68
20220824-0000342,2023-10-09 06:47:42.582,2225.03,147.43,31932.1
20220824-0000343,2023-10-09 06:48:55.586,2224.02,163.77,31287.65
20220824-0000344,2023-10-09 06:48:56.586,2226.04,165.8,32040.42
20220824-0000345,2023-10-09 06:50:44.579,2226.04,151.85,31502.52
20220824-0000347,2023-10-09 06:53:56.583,2227.05,158.18,31690.09
20220824-0000348,2023-10-09 06:55:16.588,2227.05,155.04,31615.94
20220824-0000349,2023-10-09 06:56:33.580,2227.05,155.26,31691.59
20220824-0000350,2023-10-09 06:57:51.590,2227.05,150.24,32079.18
20220824-0000351,2023-10-09 06:59:08.587,2224.02,136.07,31542.77
20220824-0000354,2023-10-09 07:01:43.082,2228.06,158.52,31691.01
20220824-0000356,2023-10-09 07:04:18.070,2225.03,156.78,31502.66
20220824-0000356,2023-10-09 07:04:18.070,2225.03,152.08,33077.79
20220824-0000358,2023-10-09 07:05:36.069,2225.03,141.81,31171.82
20220825-0000005,2023-10-09 23:06:18.395,2223.01,153.85,31699.2
20220825-0000006,2023-10-09 23:07:55.400,2226.04,152.31,31995.92
20220825-0000007,2023-10-09 23:09:12.396,2228.06,149.28,32009.93
20220825-0000008,2023-10-09 23:10:28.899,2227.05,145.62,31782.4
20220825-0000009,2023-10-09 23:11:46.387,2226.04,143.42,31574.83
20220825-0000010,2023-10-09 23:12:59.895,2228.06,146.16,31479.4
20220825-0000011,2023-10-09 23:14:18.394,2225.03,149.23,31775.7
20220825-0000012,2023-10-09 23:15:53.151,2225.03,167.01,32023.34
20220825-0000013,2023-10-09 23:17:01.399,2227.05,150.83,32004.8
20220825-0000014,2023-10-09 23:18:21.405,2226.04,155.18,31870.39
20220825-0000015,2023-10-09 23:19:38.894,2215.91,131.08,31920.28
20220825-0000015,2023-10-09 23:19:38.894,2227.05,145.64,31604.24
20220825-0000017,2023-10-09 23:21:00.392,2230.08,140.6,32003.24
20220825-0000018,2023-10-09 23:22:27.950,2232.1,139.94,32070.1
20220825-0000019,2023-10-09 23:23:38.397,2228.06,147.1,31602.16
20220825-0000020,2023-10-09 23:24:59.386,2226.04,140.55,32067.82
20220825-0000021,2023-10-09 23:26:12.400,2227.05,152.79,31505.06
20220825-0000022,2023-10-09 23:27:29.398,2229.07,138.84,33668.27
20220825-0000022,2023-10-09 23:27:29.398,2229.07,143.13,32065.02
20220825-0000023,2023-10-09 23:28:51.890,2217.92,140.98,31485.91
20220825-0000023,2023-10-09 23:28:51.890,2229.07,156.65,31174.17
20220825-0000025,2023-10-09 23:31:19.400,2226.04,151.73,32004.22
20220825-0000027,2023-10-09 23:32:33.390,2226.04,150.3,31878.09
20220825-0000028,2023-10-09 23:33:50.398,2232.1,157.31,31857.78
20220825-0000029,2023-10-09 23:35:03.390,2223.01,140.67,33661.53
20220825-0000029,2023-10-09 23:35:03.390,2223.01,145.02,32058.6
20220825-0000030,2023-10-09 23:36:44.392,2211.89,129.36,32432.76
20220825-0000030,2023-10-09 23:36:44.392,2223.01,143.74,32111.64
20220825-0000031,2023-10-09 23:37:57.384,2226.04,145.55,31858.35
20220825-0000032,2023-10-09 23:39:13.885,2232.1,158.18,32067.28
20220825-0000033,2023-10-09 23:40:34.885,2227.05,140.42,31700.49
20220825-0000034,2023-10-09 23:41:48.889,2227.05,157.98,31564.74
20220825-0000035,2023-10-09 23:43:10.887,2227.05,134.97,32063.96
20220825-0000036,2023-10-09 23:44:24.884,2225.03,149.07,31502.97
20220825-0000037,2023-10-09 23:45:37.891,2225.03,153.51,31691.21
20220825-0000038,2023-10-09 23:46:51.891,2227.05,148.9,31289.45
20220825-0000039,2023-10-09 23:48:05.385,2226.04,155.24,31573.45
20220825-0000040,2023-10-09 23:49:18.381,2224.02,159.08,31932.68
20220825-0000041,2023-10-09 23:50:32.509,2225.03,160.3,32042.36
20220825-0000043,2023-10-09 23:51:46.386,2223.01,146.63,31400.47
20220825-0000045,2023-10-09 23:55:36.383,2227.05,162.89,31400.74
20220825-0000046,2023-10-09 23:57:53.868,2223.01,145.06,31857.69
20220825-0000047,2023-10-09 23:57:54.873,2227.05,158.65,31859.66
20220825-0000049,2023-10-10 00:00:21.870,2226.04,173.04,32044.7
20220825-0000050,2023-10-10 00:01:08.879,2227.05,149.29,31291.28
20220825-0000052,2023-10-10 00:03:40.378,2227.05,139.04,31996.52
20220825-0000053,2023-10-10 00:04:53.379,2227.05,138.19,32002.36
20220825-0000053,2023-10-10 00:04:53.379,2215.91,124.38,32322.38
20220825-0000054,2023-10-10 00:04:54.381,2231.09,153.53,31877.9
20220825-0000056,2023-10-10 00:07:20.373,2231.09,156.03,31600.15
20220825-0000058,2023-10-10 00:09:55.372,2226.04,149.57,31689.81
20220825-0000059,2023-10-10 00:11:17.376,2226.04,145.57,31776.86
20220825-0000060,2023-10-10 00:12:30.365,2226.04,154.98,31995.19
20220825-0000062,2023-10-10 00:13:44.373,2227.05,152.33,31398.6
20220825-0000063,2023-10-10 00:14:57.370,2225.03,134.72,31949.87
20220825-0000066,2023-10-10 00:21:26.875,2232.1,152.61,31599.21
20220825-0000068,2023-10-10 00:24:22.367,2223.01,168.52,31173.43
20220825-0000069,2023-10-10 00:25:36.368,2224.02,155.57,31290.18
20220825-0000070,2023-10-10 00:26:49.366,2225.03,144.5,31496.57
20220825-0000071,2023-10-10 00:27:14.353,2225.03,150.96,31721.2
20220825-0000072,2023-10-10 00:29:22.362,2226.04,147.78,31691.2
20220825-0000074,2023-10-10 00:31:49.358,2227.05,137.44,31503.81
20220825-0000076,2023-10-10 00:34:18.358,2227.05,161.81,31290.27
20220825-0000077,2023-10-10 00:35:31.862,2231.09,151.27,31932.49
20220825-0000079,2023-10-10 00:39:56.856,2231.09,158.83,33467.56
20220825-0000079,2023-10-10 00:39:56.856,2231.09,163.74,31873.86
20220825-0000080,2023-10-10 00:41:18.861,2226.04,149.26,31776.89
20220825-0000081,2023-10-10 00:43:02.182,2226.04,154.67,31993.25
20220825-0000082,2023-10-10 00:44:07.871,2232.1,146.87,31997.51
20220825-0000083,2023-10-10 00:45:20.852,2226.04,155.01,31173.62
20220825-0000084,2023-10-10 00:45:21.851,2226.04,140.25,31688.66
20220825-0000085,2023-10-10 00:46:34.844,2224.02,159.3,31749.48
20220825-0000086,2023-10-10 00:47:47.852,2223.01,153.79,31599.81
20220825-0000087,2023-10-10 00:49:01.344,2223.01,143.86,32029.83
20220825-0000089,2023-10-10 00:51:29.354,2228.06,162.45,31303.53
20220825-0000090,2023-10-10 00:52:42.354,2222.0,141.11,31933.31
20220825-0000091,2023-10-10 00:54:04.348,2226.04,151.6,32037.88
20220825-0000092,2023-10-10 00:55:17.352,2227.05,152.2,31997.7
20220825-0000093,2023-10-10 00:56:30.344,2226.04,150.63,31503.84
20220825-0000093,2023-10-10 00:56:30.344,2214.91,135.56,31818.88
20220825-0000094,2023-10-10 00:56:33.936,2226.04,141.87,32047.24
20220825-0000095,2023-10-10 00:57:44.851,2232.1,164.38,31985.14
20220825-0000096,2023-10-10 00:59:05.844,2225.03,171.87,32048.72
20220825-0000097,2023-10-10 01:00:22.846,2228.06,157.18,31501.66
20220825-0000099,2023-10-10 01:02:57.841,2227.05,145.35,31690.8
20220825-0000101,2023-10-10 01:05:33.345,2225.03,150.41,31171.69
20220825-0000102,2023-10-10 01:06:50.344,2227.05,142.23,32058.8
20220825-0000103,2023-10-10 01:08:08.346,2224.02,134.68,31715.29
20220825-0000104,2023-10-10 01:09:25.842,2214.91,141.71,31713.46
20220825-0000104,2023-10-10 01:09:25.842,2226.04,157.46,31399.46
20220825-0000105,2023-10-10 01:10:38.837,2226.04,159.03,31777.58
20220825-0000106,2023-10-10 01:11:53.846,2226.04,136.06,28150.04
20220825-0000107,2023-10-10 01:13:06.846,2223.01,153.98,31399.05
20220825-0000108,2023-10-10 01:13:07.838,2226.04,149.44,31692.41
20220825-0000109,2023-10-10 01:14:31.841,2222.0,161.33,31986.45
20220825-0000110,2023-10-10 01:15:49.446,2225.03,157.06,31502.53
20220825-0000111,2023-10-10 01:17:10.349,2225.03,144.46,31928.77
20220825-0000112,2023-10-10 01:18:35.337,2226.04,141.38,33274.94
20220825-0000112,2023-10-10 01:18:35.337,2226.04,145.75,31690.42
20220825-0000114,2023-10-10 01:21:10.344,2225.03,166.07,31187.35
20220825-0000115,2023-10-10 01:22:25.834,2225.03,147.39,31599.21
20220825-0000116,2023-10-10 01:23:39.829,2224.02,154.19,31923.13
20220825-0000117,2023-10-10 01:24:57.828,2231.09,145.53,32076.95
20220825-0000119,2023-10-10 01:26:43.012,2232.1,147.46,31502.55
20220825-0000120,2023-10-10 01:27:26.338,2231.09,142.7,32009.71
20220825-0000121,2023-10-10 01:28:39.331,2224.02,146.65,31502.91
20220825-0000122,2023-10-10 01:29:52.834,2232.1,138.17,32852.68
20220825-0000122,2023-10-10 01:29:52.834,2232.1,142.44,31288.27
20220825-0000123,2023-10-10 01:31:05.843,2227.05,149.77,32003.29
20220825-0000123,2023-10-10 01:31:05.843,2215.91,134.79,32323.32
20220825-0000125,2023-10-10 01:34:01.835,2232.1,149.43,32067.31
20220825-0000125,2023-10-10 01:34:01.835,2220.94,134.49,32387.98
20220825-0000128,2023-10-10 01:37:53.831,2224.02,159.73,31457.21
20220825-0000131,2023-10-10 01:58:49.812,2226.04,130.93,31290.19
20220825-0000132,2023-10-10 01:58:50.818,2225.03,153.77,31996.99
20220825-0000133,2023-10-10 02:00:29.821,2225.03,149.09,31881.88
