SpindleSpeed_max,SpindleSpeed_mean,ServoCurrent_X_max,ServoCurrent_X_mean,SpindleLoad_max,SpindleLoad_mean,SpindleLoad_std
2228.06,1197.7361935483873,1064.54,169.1065806451613,31397.42762,3276.5991783549225,4775.551986709446
2216.9197,1257.6230032258068,1117.767,152.19592258064517,31711.4018962,2948.9392605194303,5253.107185380392
2224.02,1198.8957324840765,1041.31,155.89382165605096,31929.03506,3337.21351484375,4855.581050361565
2226.04,1268.670684931507,739.32,144.5891095890411,32046.27384,3357.459218658854,4975.901191663728
2230.08,1267.6255782312926,1040.3,148.4012925170068,31930.976280000003,3409.17923421875,5014.932281300712
2228.06,922.75,967.58,165.04000000000002,31501.67881,3267.2216170565557,4830.085029642809
2228.06,585.3269620253166,688.82,153.96107594936709,32047.56866,3338.720396610825,4965.645435051814
2227.05,575.170061728395,874.66,158.3891975308642,31500.590030000003,3494.901338042328,4989.657813364647
2227.05,1002.7857142857144,1433.19,152.87626373626375,31287.085120000003,3284.0877509974425,4853.184461821685
2215.9147500000004,1052.9250000000002,1504.8495,137.58863736263737,31599.955971200005,2955.6789758976984,5338.502908003854
2230.08,1243.677880794702,1132.21,149.66059602649003,32060.47747,3552.191084439891,5064.689848977691
2233.11,1278.2449315068493,963.54,153.43006849315069,31689.64991,3625.533550013605,5127.622088655564
2226.04,1157.3085,583.78,134.393125,31829.40866,3536.9276984520548,5011.0316492028805
2227.05,1228.4988815789472,1148.37,148.3503947368421,32001.51872,2584.139245501002,4515.119251633149
2222.0,1261.06801369863,1411.98,152.2332876712329,31517.76003,2457.1234607386364,4460.905263378455
2226.04,1290.1822448979592,1210.99,155.94537414965987,31775.54738,3384.892971248375,5056.814293677509
2227.05,1248.9964383561644,811.03,146.0072602739726,31775.64131,3556.288270860656,5180.315256799998
2228.06,1256.2557432432432,762.55,146.26574324324326,31794.61012,3600.7226426265397,5093.284443891513
2223.01,1275.3325342465753,1406.93,160.92897260273972,31930.53491,3310.636300937896,5040.398979769759
2223.01,1249.8258835616436,1378.7914,156.1011034246575,33527.0616555,3211.317211909759,5292.418928758247
2227.05,1256.5355405405403,473.69,133.75675675675674,31501.82122,3540.2348687397257,4993.598265220428
2228.06,1247.6639189189189,1547.32,168.6427027027027,31398.78506,3524.597988043478,5108.718107570267
2232.1,1272.0396575342463,1543.28,161.73835616438356,31855.46262,3566.128627360544,5063.838657725495
2224.02,1244.5179054054056,922.13,143.42682432432431,31774.28488,3541.0858733378745,5157.85956644077
2226.04,1278.0858219178083,904.96,143.28164383561645,31871.07116,3570.3612039534883,5034.606647405753
2228.06,1249.5474324324323,1219.07,149.9781756756757,32068.98369,3565.334253546196,5087.815191781775
2225.03,1275.4847260273973,1219.07,143.925,32068.77866,3545.900448328804,5012.558597452697
2232.1,1274.4539726027397,1576.61,159.82212328767125,31855.747440000003,3513.1085477853258,5017.042586453722
2226.04,1127.3324390243904,1021.11,146.12975609756097,31931.92366,3554.045826990424,5121.473977118048
2226.04,1129.4756097560976,1506.92,155.52768292682927,32002.51256,3543.1051673260577,5019.618533344733
2227.05,1267.432397260274,939.3,146.91349315068493,32090.57244,3525.782888408163,5016.281054644279
2227.05,1286.829931506849,1565.5,157.84363013698632,32002.49741,3530.123035673469,5058.403690119748
2227.05,1177.8594267515923,1565.5,151.51929936305734,31621.585,3489.851086388509,4989.246479444347
2229.07,1208.9243870967744,1019.09,158.99354838709675,31598.355,3527.201762554348,5056.737146118731
2225.03,1248.2724666666668,914.05,146.1268,31286.56497,3542.682511805745,4996.84826897288
2226.04,1188.3297435897437,863.55,138.7519871794872,31845.22122,3534.419377113543,4982.496060270123
2226.04,1272.0673287671232,863.55,136.43301369863013,31690.70738,3170.649691400248,4901.006664394146
2228.06,1226.0004605263157,1430.16,155.10809210526315,31499.469940000003,3556.660543127572,5083.169612210279
2227.05,720.9207751937985,1524.09,157.0432558139535,31774.15762,3487.812888547945,5004.464253270467
2225.03,672.1881751824817,1112.01,156.56474452554744,31398.76991,3484.9264148641305,5034.934940382747
2213.9048500000004,705.7975839416058,1167.6105,140.9082700729927,31712.7576091,3136.433773377717,5538.428434421023
2226.04,1144.5558385093166,1385.72,150.06968944099378,31287.18006,3407.6455891114056,4941.346424696488
2227.05,1173.5196273291924,1522.07,154.4735403726708,31776.20994,3186.9767882800984,4893.618050908366
2224.02,1172.2479245283018,1522.07,149.79125786163524,31634.431190000003,3464.048406938776,4863.259998975189
2223.01,1130.0995391304348,1525.2818,141.0037788819876,33655.7130315,3402.5476008420405,5343.096050243354
2223.01,1153.162795031056,1556.41,145.36472049689442,32053.06003,3507.7810317959184,5088.66290499367
2228.06,1146.8581366459628,1415.01,153.53254658385094,31931.76509,3264.982124722581,4888.557349403343
2226.04,1166.5309433962266,1196.85,153.6724528301887,31931.63884,1668.1888046973518,3975.8856390929623
2216.9197,1207.9095000000002,1270.479,139.896773006135,32251.3857106,2387.946906491903,5078.414822145954
2228.06,1150.39,1209.98,155.44085889570553,31932.06506,2653.274340546559,4616.740747405412
2214.9098,1219.3131481481485,1615.1415000000002,135.77205555555557,32366.832467800003,198.0714866354912,1670.6801979808463
2226.04,1161.2506172839508,1538.23,150.85783950617284,32046.36878,220.07942959499024,1518.8001799825877
2226.04,1154.6244720496895,1311.99,151.92658385093168,31944.31131,3581.044492038044,5080.862171750924
2232.1,1165.855625,1185.74,161.0003125,31845.09497,3158.034850149597,5133.55607412279
2225.03,1148.8154037267082,1007.98,140.2394409937888,32000.25622,3619.8268755191257,5070.234925245113
2225.03,1125.839095652174,987.8204,136.03225776397514,33600.269031,3511.232069253552,5323.746671507369
2225.03,1157.9586875,1512.98,152.5668125,31857.05741,3001.7091903329506,4782.0885978477645
2226.04,1150.7162111801242,1555.4,140.22062111801242,31932.64884,3542.712464151968,5055.515050016056
2227.05,1169.4419875776398,1352.39,148.0308695652174,31599.47509,2958.0930720068804,4770.862677618317
2232.1,1159.012875,1064.54,153.22331250000002,31335.06012,3605.6551412195126,5112.64920178296
2227.05,1268.7237837837838,842.34,153.91581081081085,31492.36762,2990.8140176808265,4792.057130359366
2228.06,1073.0345086705202,1512.98,149.11803468208092,31289.21622,3501.137640922659,4918.743773216924
2216.9197,1126.6862341040462,1588.629,134.20623121387283,31602.1083822,3151.0238768303934,5410.618150538617
2224.02,1273.9466666666665,692.86,149.42613333333333,31611.15372,3024.5709690574718,4896.497255532373
2225.03,1243.5765277777778,1279.67,161.1511111111111,31598.89131,3496.4694727459014,4898.423588809252
2228.06,1064.6677011494255,614.08,137.77793103448278,31287.79616,3019.243305412844,4840.291771620769
2228.06,1159.60625,1508.94,151.00131249999998,31538.19738,3533.222039579376,5107.827451399242
2225.03,1042.444831460674,1573.58,167.308202247191,31398.53256,2981.6084010907,4745.720730617632
2227.05,1277.684827586207,698.92,142.0408275862069,31934.00628,3570.1320474965987,5082.392157999179
2227.05,1065.8808620689656,1317.04,153.58385057471264,31501.94747,2969.724776528735,4736.409938700265
2223.01,1247.3906711409395,1408.95,179.76644295302012,31976.64747,3565.4186977975373,5143.88335280606
2227.05,1273.7748979591836,1573.58,142.1626530612245,31972.13378,3032.2660413773147,4832.273139547495
2227.05,1216.165904109589,1517.3634,155.36968356164385,33178.4222805,3400.095057389011,5207.02331734281
2227.05,1240.985616438356,1548.33,160.17493150684933,31598.49741,3505.2526364835167,4959.069826040771
2230.08,1082.220804597701,1190.79,158.958908045977,32016.30512,2982.7638866435987,4763.133474361509
2214.9098,1121.7423600000002,1654.38,136.0175657142857,31599.7488909,3178.262623235294,5547.624181718995
2226.04,1068.3260571428573,1575.6,151.13062857142856,31286.88009,3531.4029147058823,5043.294710653631
2229.07,754.6817741935484,1137.26,152.3308064516129,31501.78991,3509.0543092517005,5079.357266765065
2230.08,798.2077682403434,685.79,146.55403433476394,31974.54869,3608.911308722826,5073.994170841952
2225.03,953.934693877551,1214.02,148.3617857142857,31598.1025,2940.8476849827784,4687.540430703124
2232.1,974.7244210526316,1064.54,147.5982105263158,32007.48378,3545.216934479452,5096.113382413861
2224.02,1076.5671264367816,1122.11,158.2855747126437,31856.31506,2974.251225521192,4813.110112366904
2228.06,1274.5650340136056,796.89,127.04013605442178,31167.98491,3562.2629756575343,4972.230075496003
2227.05,901.6491707317074,905.97,153.81068292682926,31828.54006,2928.0339413777265,4683.264741341521
2223.01,1244.32,1541.1186,153.6596136054422,33364.622749500006,3430.270744899864,5301.050464879321
2223.01,1269.7142857142858,1572.57,158.41197278911565,31775.83119,3536.361592680272,5048.619490361258
2223.01,1235.668552631579,1218.06,157.59986842105263,32064.69119,2944.088899049256,4788.768560993049
2228.06,1266.7598639455782,1572.57,147.67986394557823,31932.69631,1601.3770790404983,3765.2984234859705
2227.05,1263.2351700680272,1550.35,159.05782312925172,31906.73628,2686.5622768162843,4619.076040088821
2226.04,1256.9003401360544,1218.06,146.99965986394557,31917.29381,3542.519310068587,4955.764579557433
2231.09,1270.2114864864866,793.86,157.0004054054054,31349.090030000003,2578.491805551142,4603.089473654291
2227.05,1262.9259863945576,924.15,144.05897959183673,32080.06238,3588.061899307065,5092.359284080822
2223.01,1259.975,1153.42,155.04864864864865,31931.19747,2768.2293646359744,4700.042326831171
2226.04,1264.5061643835616,1550.35,165.55006849315066,31397.96494,3509.535875860656,4970.968539622799
2227.05,1242.815167785235,1166.55,163.70812080536913,31963.92753,3553.7082368614133,5077.572538266621
2225.03,1272.428231292517,1555.4,165.6056462585034,31690.722530000003,3464.4347817356474,4990.025974654648
2213.9048500000004,1347.88823630137,842.0370000000001,127.32848630136986,31711.7375091,1814.368629830804,4635.103960324388
2225.03,1283.7030821917808,801.94,141.47609589041096,31397.75991,2015.965144256449,4213.73087302217
2227.05,1267.311148648649,1166.55,158.02405405405406,31931.48128,3511.1436882377047,4966.406201087274
2231.09,1275.0904109589042,866.58,146.67828767123288,31706.51994,3545.5706875956284,5094.96524355255
2226.04,1228.8287837837838,878.7,153.53364864864866,32039.15738,3553.9622058367345,5008.069412390902
2226.04,1269.7014383561643,1534.19,155.54,32054.27506,3521.01418872777,5071.957030694097
2223.01,1214.6537254901962,1118.07,142.98431372549018,31503.28875,3561.36882680822,5042.770183552604
2225.03,1270.6143537414966,686.8,138.026462585034,31397.28622,3545.8042362978144,5006.695844421706
2224.02,1211.8217647058823,1526.11,160.31274509803922,31288.75869,3491.9652146467392,5044.885238427298
2229.07,1249.3161333333337,1199.88,152.2272,32029.64116,3490.674899918033,4879.126061223359
2227.05,1276.8544520547946,1399.86,144.87965753424658,31687.75616,3515.6615148637607,4944.8616780436805
2223.01,1256.8619863013698,1252.4,167.05815068493152,31777.31488,3448.679303688416,4983.749280062367
2224.02,1261.3113605442177,1526.11,158.75551020408162,31776.09884,3519.4641045244566,5107.414771634089
2229.07,1283.9590410958904,1137.26,146.2286301369863,31929.16131,3505.3849748153216,5021.128488444843
2223.01,1235.4041567567567,1041.2696,152.79348243243243,33179.2834065,3407.3328859486296,5281.829756973563
2223.01,1260.6164864864866,1062.52,157.51905405405404,31599.31753,3512.7143154109585,5030.314054260536
2227.05,1279.552397260274,1256.44,145.42616438356166,32008.08372,3360.624845292517,4776.791410685868
2225.03,1285.2696598639457,1440.26,161.27707482993196,31854.78491,3486.586326092896,4907.247310262731
2230.08,961.9677319587628,1256.44,156.8623711340206,31858.35122,3519.782942917808,5031.313671146571
2226.04,1209.6258441558443,909.0,147.177987012987,31872.38012,3245.352679365483,4793.665947442096
2228.06,1082.2821387283238,1438.24,153.84109826589597,31855.24244,3494.919692595628,4950.716851221726
2226.04,1169.8086792452832,936.27,152.68786163522012,31169.08884,3520.918386508152,5044.956040225764
2227.05,1167.8796202531646,684.78,143.6948734177215,31837.4725,3540.5459938231293,5063.452095857705
2231.09,1194.5172258064515,1576.61,153.88490322580645,31597.89747,3580.573383484225,5097.9924802659325
2228.06,1218.787987012987,1131.2,152.03123376623375,31254.03994,3532.6129063934422,5007.7490217649865
2226.04,1205.5750967741938,1308.96,158.1985806451613,31689.27116,3452.68079900545,5035.469990218588
2232.1,1204.5520645161291,1567.52,165.92670967741935,31499.53256,3484.882040422919,4968.475986149344
2226.04,1213.9872077922078,1003.94,155.69084415584416,31171.10884,3509.558036356165,4977.607455098715
2225.03,1208.4487096774194,1117.06,143.73277419354838,31672.79503,3498.988070734694,4920.038121709074
2227.05,1206.089870967742,1374.61,166.59135483870966,31597.72375,3523.775389113234,5005.306041543323
2231.09,820.3237719298246,1007.98,156.045,31691.63759,732.208308467903,2670.323299684257
2226.04,883.1466475728155,1046.2186,143.47373592233006,33037.673781,2593.231158409271,4818.182135900482
2226.04,901.1700485436892,1067.57,147.91106796116503,31464.45122,2673.4341839270837,4588.744891333792
2227.05,1173.9693710691824,1508.94,157.18522012578617,31689.12875,3097.608496509091,4781.389919284344
2227.05,1217.8994701986755,742.35,142.8782119205298,31500.89,3197.12846764045,4913.38501781237
2223.01,1249.9423333333332,1022.12,148.73933333333335,31599.52256,3317.481651045162,4859.59663477925
2211.8949500000003,1312.43945,1073.226,133.86540000000002,31915.5177856,2985.733485940646,5345.556298257176
2225.03,1238.1388000000002,1220.08,159.66080000000002,31286.88009,3336.22893080207,4924.173160173022
2224.02,822.6959633027523,813.05,160.53440366972478,31396.74991,3393.691683077922,4945.354216387352
2223.01,929.9637810945276,740.33,144.46517412935322,31212.42491,3259.0791490967745,4879.591381619897
2227.05,1211.7002580645162,1153.42,149.12812903225807,31931.63884,3282.1841097935485,4874.4903389647325
2223.01,1275.9712162162164,1509.95,165.3260810810811,31700.44378,3296.695708993548,4931.619846151393
2226.04,1284.761506849315,1551.36,159.31712328767125,31953.08619,3291.359312868217,4878.864000876868
2233.11,1265.9353741496598,1054.44,155.3613605442177,31500.47994,3370.7753230869,5034.884179055721
2231.09,1258.778590604027,834.26,142.8844966442953,31997.24238,3317.078757483871,4876.209375994746
2227.05,1273.871088435374,1119.08,148.66238095238097,31287.18006,3307.91388750646,4957.676009693117
2224.02,1264.5338356164384,1580.65,171.4163698630137,31997.93625,3318.828227354839,4917.508318251304
2225.03,1251.2262162162162,1551.36,165.40797297297297,31396.812530000003,3298.5324547927457,4820.355979831605
2226.04,1263.661156462585,1054.44,141.58551020408163,31500.54256,3279.4644626390686,4797.706729377216
2228.06,1277.196530612245,834.26,150.16707482993195,31856.82006,3306.416701750973,4872.611929026086
2226.04,1262.3969387755103,934.25,144.3956462585034,31502.45247,2036.954290828125,4170.345121482333
2224.02,1275.5338095238096,1556.41,157.2782993197279,31598.68628,3116.9775262637363,4850.294730173234
2227.05,1264.7742176870747,937.28,159.46319727891157,32049.87247,3512.7139191032607,5109.149304370021
2224.02,1257.6547297297298,780.73,144.77121621621623,31597.56619,3544.2806468262656,5009.260751855141
2230.08,1269.4454794520548,738.3100000000001,136.18397260273974,31918.85628,3511.633634904892,4900.194265130074
2224.02,1248.865,934.25,150.0395945945946,31597.89747,3476.5139011820656,4969.966447719595
2224.02,1223.8877,915.565,145.53840675675676,33177.792343500005,3372.218484146604,5218.464770105575
2226.04,1253.1008163265308,1556.41,145.31632653061226,32058.09488,3535.0624001360547,5015.043890045482
2227.05,1272.8836301369863,1057.47,147.54301369863015,31288.44256,3486.6556060082307,5034.852911251292
2226.04,1251.7585135135134,755.48,134.71216216216217,31288.72738,3491.296120518418,4846.3216621261645
2230.08,1277.6707534246575,672.66,141.60753424657534,32046.25869,3504.995317129252,4996.433198831875
2227.05,1282.5282312925171,1575.6,161.72367346938776,31286.5175,3540.55551465847,5024.24355663116
2227.05,1266.512517006803,1414.0,149.0608843537415,32030.68247,3459.7101502442333,4994.928253196281
2232.1,1266.1552380952382,890.82,149.9678231292517,31856.34738,3556.6345749452053,5045.000198573372
2223.01,1260.1914285714286,1163.52,160.72054421768706,31736.53512,3549.861876429549,5066.59902417151
2227.05,1265.378843537415,1570.55,173.8986394557823,31289.23238,3490.1883953731344,4952.07325883177
2211.8949500000003,1326.9235714285714,1222.7565,130.6919387755102,31816.616030300003,3124.132782127397,5379.224764492726
2223.01,1263.7367346938777,1164.53,145.21326530612245,31501.60003,3471.258646808219,4890.204331357023
2223.01,1262.1564625850342,1377.64,168.55319727891157,32030.19262,3524.3602814227083,4910.070568472825
2226.04,1286.8645205479452,1163.52,168.2964383561644,31598.13381,3534.225133763587,5019.585295883886
2224.02,1262.19768707483,904.96,142.84972789115645,31689.12875,3460.150051923601,5024.799749253668
2225.03,1232.8800666666668,1399.86,157.99093333333334,31169.89381,3492.628324932065,5022.89751235891
2227.05,1268.3006756756758,617.11,142.56013513513514,32029.76741,3501.531020397805,4907.823751503091
2226.04,1280.5001369863014,604.99,143.37157534246575,31993.35994,3350.6443813443075,4687.672776068524
2226.04,1274.626870748299,847.39,132.7565986394558,31501.94747,3533.4908206438354,5056.161121612834
2227.05,1275.7752739726027,1409.96,157.09650684931506,31409.816280000003,3423.65303507483,4839.928601189742
2232.1,1195.4644871794872,929.2,159.994358974359,31776.320030000003,3477.898549429348,4974.550709501716
2224.02,1259.9303401360544,1442.28,140.561768707483,31598.87616,3494.911222311902,5031.10249722649
2225.03,1200.1001282051282,923.14,143.7048717948718,31955.34253,3492.878542258504,4958.021212220899
2229.07,1218.631447368421,1578.63,159.7461184210526,32062.03994,3532.482370938776,5074.572383691956
2224.02,1250.693918918919,583.78,133.96148648648648,32055.711280000003,3544.1789504651165,5003.896739732574
2227.05,676.549963768116,1442.28,160.01547101449273,31281.42003,3494.01319965847,5042.911467182516
2226.04,560.5469018404908,802.95,163.56733128834355,32011.002620000003,3502.322304932065,4908.755567911253
2230.08,749.6581300813008,826.1800000000001,150.27239837398375,31855.81006,3557.889367123288,5136.41948807129
2227.05,572.1850764525994,846.38,162.11889908256882,32102.97625,3468.2117673050616,4976.886126901048
2228.06,777.220041322314,1426.12,157.1092561983471,31397.63366,3479.5418796032827,4916.814384882802
2226.04,680.997090909091,942.33,154.33901818181818,31495.69759,3505.6436473913045,5075.9873238115415
2223.01,876.7470142180094,686.8,149.33639810426538,31305.39238,3345.4215670871267,4958.052717265135
2227.05,934.0654314720812,1403.9,151.6486802030457,32001.48741,3498.143267138965,4958.303246107129
2227.05,867.8518518518518,998.89,155.89537037037036,31690.88009,3198.0849501097564,5166.174889042583
2226.04,1224.438947368421,1272.6,149.51322368421054,31991.76616,3481.3299411475414,4890.002570180851
2223.01,1265.61301369863,960.51,155.74061643835617,31959.22497,3510.646896467392,4951.435545451524
2231.09,1219.0569677419355,1356.43,152.36012903225807,31736.22,3420.6419925,4946.684979592709
2223.01,1278.3508163265308,1130.19,150.75108843537416,31856.28375,3488.8633202051983,4958.541881348278
2226.04,934.957,969.6,161.05460000000002,31396.92262,3541.7975887688103,5043.23071067704
2223.01,1203.8743870967742,1027.17,145.66806451612902,31791.23369,3592.510726402189,5218.092743051869
2227.05,1277.377027027027,907.99,143.21527027027025,31762.76381,3255.715603929471,4897.235498673561
2226.04,1260.6174149659864,1575.6,161.76489795918366,32033.01759,573.1667949844444,2424.2876074082574
2223.01,919.8777,1023.13,161.71110000000002,32044.83762,581.2459381003422,2446.3654014352446
2223.01,901.480146,1002.6674,156.859767,33647.079501,563.8085599573319,2568.683671507007
2224.02,1188.274649681529,1579.64,152.87668789808916,32032.76509,1277.6543025900344,3443.968489881234
2226.04,1261.891232876712,1182.71,145.08027397260275,31173.20762,995.4282482526564,3128.5615161138226
2226.04,1263.9153741496598,748.41,141.2625850340136,31904.51125,1528.1310870338982,3740.6764993231095
2226.04,1267.7286394557825,1575.6,179.07231292517005,31400.23744,1288.4500612599206,3502.917469703925
2226.04,1275.952925170068,1023.13,149.67925170068028,31777.01491,1952.269986133634,4142.201796925718
2226.04,1287.8468493150683,924.15,152.2886301369863,32043.55997,2074.9249878513733,4202.870972124435
2224.02,1254.2630405405405,1552.37,157.4439864864865,30621.76378,3417.551491417525,5000.855283019768
2228.06,1269.5768707482994,1205.94,148.9509523809524,32039.23616,3587.761548891929,5064.537568000785
2228.06,1270.9853741496595,1264.52,165.5369387755102,31722.23756,3297.5749118993717,4951.566243928114
2228.06,1258.4668707482992,1265.53,155.24455782312927,31928.70378,3550.810839564625,5066.6093797139465
2227.05,1263.323219178082,1169.58,147.16253424657535,31288.72738,3551.054105067935,5015.976990667944
2224.02,1258.0864383561643,1007.98,145.46075342465755,31288.45872,3567.338055122283,5162.393616449501
2226.04,1266.7529931972788,1264.52,161.75115646258504,32052.94994,3589.126498262653,5163.550336603127
2215.9147500000004,1338.5874628378378,1591.8105,134.04064864864867,32087.8187962,3201.5269158596725,5562.753615884036
2227.05,1274.8452027027026,1516.01,148.93405405405406,31770.11762,3557.2521287329696,5057.04874171276
2223.01,1270.8666216216216,1223.11,146.6410810810811,31891.98119,3453.75016576087,4894.115195523443
2228.06,1270.5663513513514,1223.11,167.6531756756757,32005.74759,3483.4169149728264,4980.701653390082
2227.05,1030.8276836158193,1020.1,156.65841807909604,31690.81747,3121.8079063459195,4852.929704883746
2226.04,1264.0422972972974,1223.11,148.3335135135135,31776.54122,3418.854607354139,4885.148244739392
2223.01,1281.5101369863014,1190.79,145.87582191780822,31170.00491,3537.01022111413,5079.051472761152
2228.06,580.197950310559,284.82,149.4235403726708,31287.82747,3519.4076227445653,5053.387980988271
2224.02,1036.549382022472,1137.26,150.18926966292133,31775.76756,3513.268894816825,5054.466229005052
2227.05,1271.6587074829931,1059.49,145.3438095238095,31556.80259,3464.6518737756496,4942.630967845157
2215.9147500000004,1335.2416428571428,1112.4645,130.80942857142855,31872.3706159,3118.186686398085,5436.894064629673
2232.1,1275.0253741496597,1206.95,160.57625850340136,31170.62,3444.7855967706923,4991.839778621728
2224.02,1270.064693877551,1283.71,155.76673469387757,31599.1125,3498.537685766621,5060.514292902086
2228.06,1272.2679452054797,1384.71,160.16801369863015,31856.33122,3506.173429878049,5092.451553133304
2223.01,1239.6605333333334,1418.04,146.2749333333333,31855.30506,3570.97054510989,5071.516170747081
2227.05,1261.9159863945576,1577.62,158.51503401360546,31597.97625,3574.1900682923497,5164.244821765814
2226.04,1265.0981379310344,911.02,138.7043448275862,31871.97006,3535.1363294157613,5167.772049709707
2228.06,1270.6555782312926,1239.27,144.44374149659865,31931.74994,3508.408664808743,4987.683285243532
2227.05,1268.8436301369863,1570.55,155.6714383561644,31286.53366,3498.462397598372,5018.535809655218
2226.04,1278.7964864864866,1423.09,178.94743243243244,31599.33369,3489.586092767978,5083.442354512844
2226.04,1081.275465116279,1516.01,148.9045348837209,31689.74384,3550.083162251024,5085.807203602023
2226.04,1270.2089795918369,1209.98,171.04727891156463,31856.28375,3534.208087367707,5052.756786183345
2232.1,1270.6280952380953,712.05,142.71231292517007,31397.75991,3490.698714442935,5037.236586080132
2227.05,1260.1433333333334,822.14,151.60773333333333,31995.19006,3539.0496509575923,5054.899425849125
2226.04,1082.7728488372093,1575.6,144.69424418604652,32025.34866,3477.430674701897,5036.944840884619
2226.04,1257.856711409396,1209.98,154.3198657718121,31591.44256,3480.5214343478265,4953.40475588554
2227.05,1228.7181578947368,1293.81,154.85559210526316,31909.62488,2482.769903063749,4578.962551696268
2215.9147500000004,1290.1540657894736,1358.5005,139.37003289473685,32228.7211288,2234.492912757374,5036.858806865895
2225.03,1248.7012162162164,1319.06,157.5872972972973,31047.51009,3552.7142198369565,5033.854361680934
2225.03,1206.8909740259742,798.91,145.84662337662337,31543.18375,3582.3524085170066,5114.046363887132
2226.04,1203.6576623376625,1510.96,149.8275974025974,31775.37366,3550.164183972789,5123.227845936348
2225.03,1204.543051948052,1319.06,153.6314935064935,31657.661190000003,3519.643045465754,4991.425312988957
2225.03,1146.237777777778,1058.48,138.6567901234568,31396.27622,3473.944216803279,4960.592391662566
2224.02,1273.5962585034015,1091.81,143.92156462585035,31932.08122,3484.349371587517,4987.328172632938
2227.05,1139.216223899371,1538.1491999999998,148.42146918238993,33725.8057185,3409.717086762721,5226.46936922262
2227.05,1162.465534591195,1569.54,153.01182389937105,32119.81497,3515.172254394558,4977.589875450114
2227.05,1001.1679891304348,1273.61,148.63467391304349,31856.53625,3508.2123281942545,4977.74518039151
2225.03,1200.526928104575,1510.96,141.9413071895425,32064.61241,3486.4237975,5057.234175655674
2223.01,1130.7801807228916,1188.77,154.2562048192771,31501.96262,3487.5751600544218,4944.510343928397
2225.03,1234.855430463576,1544.29,162.36920529801324,31775.81503,3529.5180721981,5080.441582628521
2223.01,832.8802678571428,1517.02,169.2561607142857,31752.00125,3521.0881358196725,5051.354528132914
2223.01,1199.511572327044,772.65,145.77666666666667,31689.49134,3507.240232225238,5021.148783061307
2227.05,1118.581011904762,1141.3,154.2775,31613.48884,3555.482719753425,5039.73239222463
2225.03,1172.8107051282052,1246.34,142.50064102564102,31856.69381,2643.5216828194725,4686.868246383267
2226.04,645.1585416666667,1217.05,163.8970486111111,31998.33116,3466.351668165761,4978.685762802943
2224.02,637.3863573883161,1136.25,158.44505154639174,32000.16128,3500.378493630137,5016.34645002397
2226.04,1009.3321857923496,1586.71,151.5165573770492,31776.30488,3490.8756008207934,5034.114809470448
2224.02,1270.1402721088436,739.32,147.35006802721088,31855.19497,3203.7333337831024,4921.144551669962
2231.09,1263.8397959183674,1364.51,140.63734693877552,31501.67881,3541.148897961696,5050.558986463613
2230.08,1279.1478231292515,441.37,135.47054421768706,31552.71512,3172.387610210136,4976.946324097549
