,건조 1존 OP_max,건조 2존 OP_min,소입1존 OP_min,소입2존 OP_min,소입로 CP 값_max,소입로 온도 1 Zone_min,소입로 온도 2 Zone_min,솔트 컨베이어 온도 1 Zone_max,솔트 컨베이어 온도 2 Zone_max,솔트조 온도 1 Zone_min
0,0.6986540340213064,0.2756926660286046,0.00045109173273468394,1.0,0.11667046161121664,0.3865206066705677,0.7852206273258957,0.7756870295816567,0.184634448574969,0.12868217054263303
1,0.6352323652095713,0.1764412546458106,0.00014212968048779847,0.8991347718280567,0.04058474257139598,0.5626733144034549,0.7679425837320484,0.8168212847890808,0.7410161090458465,0.1400516795865562
2,0.570275550869141,0.2574530282909716,0.00011949377598579854,0.6201195585551158,0.04559406937742471,0.5139682276961668,0.7333864965443839,0.8662699107299173,0.5553903345724837,0.14289405684754436
3,0.6200592349082793,0.26278003678543843,0.0019544478978790187,0.7053957014398295,0.046562874933223565,0.6232241550981867,0.8721424774056387,0.8339751444074922,0.6195786864931808,0.13591731266150126
4,0.7888787235032331,0.25353831117339304,2.63149497280004e-06,0.7159347376180466,0.024823316139315245,0.49387275218175186,0.879319510898443,0.7769998249606207,0.0220570012391569,0.16279069767441723
5,0.7900106994991394,0.30674761840457826,0.0004974960912231741,0.6587800375540839,0.040731431774194984,0.6487136793033101,0.7626262626262585,0.7465429721687413,0.5573729863692714,0.09948320413436446
6,0.522701546000093,0.2749282018405178,0.0007159470166357953,0.60860309351709,0.028720432273376048,0.7775891367470286,0.9088250930356009,0.7468930509364607,0.08550185873605162,0.0
7,0.6911178650622591,0.1848795199645865,2.2068527380645925e-05,0.6187393928039968,1.0,0.5332175779257544,0.5704412546517914,0.813232977419923,0.5531598513011046,0.14031007751938132
8,0.6912031509249639,0.30707996358928874,0.00025267045553086084,0.6220382152058518,0.33803541559021594,0.5887445497418885,0.7969165337586395,0.7619464379485408,0.44956629491945727,0.1586563307493476
9,0.7695731054908592,0.29550409272648576,0.1271571087728332,0.5985572969023878,0.038701866236962174,0.5031801303147437,0.645401382243477,0.7176614738316119,0.14299876084262567,0.14599483204134292
10,0.7119276155623444,0.3330366143579484,0.0006606714073184852,0.6325795139508738,0.10973884943119613,0.5759469048090239,0.816586921850068,0.8152459303343259,0.7216852540272515,0.9240310077519426
11,0.7024066119803383,0.3190960337295149,0.00047818937162998835,0.6520511638756775,0.02369359033865501,0.6169310982923631,0.8437001594896145,0.7511815158410674,0.2602230483271388,0.9643410852713091
12,0.6518553551768523,0.2637099709333547,0.0018312483294688408,0.6512208018582009,0.03174398136390304,0.5843552748268946,0.7830940988835676,0.7959040784176443,0.6064436183395261,0.9419206504330672
13,0.6057389632340399,0.26363268135551504,0.0005648909083437798,0.573225598952341,0.029756014257314677,0.5652645730882065,0.8024986709197128,0.8383511290040275,0.579925650557611,0.9583979328165372
14,0.9570934577990047,0.181595064222664,0.00016028412381244035,0.8469916572374195,0.028604394545788912,0.40566419123956166,0.36948431685272864,0.7791002975669522,0.4200743494423749,0.9002583979328104
15,0.858092077718681,0.24440900676547808,0.0005485733767342486,0.8541956699448997,0.037797647718216615,0.36573765436224903,0.5273790536948451,0.7769998249606207,0.0,0.8878552971576161
16,0.5067298298934699,0.15259355540338482,0.00040243503966689496,0.8396066391855302,0.02368045399213569,0.4395620854625498,0.4439128123338775,0.8316996324172985,0.23841387856257326,0.9139534883720862
17,0.6484206608879033,0.1615278792853861,0.0006742875299117321,0.8636486740566625,0.05872165833238456,0.6277191956737802,0.7838915470494482,0.8447400665149656,0.4587360594795508,0.8713178294573669
18,1.0,0.1855568577194722,0.00031524381454894895,0.9261905456835995,0.03677958086297041,0.5446402692707873,0.608452950558201,0.7906528969018031,0.4190830235439811,0.848578811369506
19,0.5945510086991578,0.19876529525600645,0.0008668824434253649,0.8197390400698318,0.026789389335038074,0.5651588074276069,0.6081871345029176,0.8613688079818005,0.5187112763320954,0.8868217054263597
20,0.8215974817410729,0.25729493597266323,0.0010290342875480115,0.7978238179955062,0.04641290164379476,0.5901723861600139,0.5738968633705367,0.8951514090670418,0.8262701363073067,0.879069767441856
21,0.44167222316984245,0.23376517794816876,0.0008526814797048813,0.8375182900244108,0.04926129944739761,0.5552168353310051,0.6610845295055934,0.8922632592333278,0.27732342007434063,0.8989664082687289
22,0.5859991626478936,0.21717813191125282,3.4748556050595386e-05,0.9065740914832687,0.03265476805590832,0.4630420621162257,0.6690590111642781,0.8819359355855075,0.6604708798017358,0.903359173126609
23,0.6241994758796076,0.07526603540733501,0.0005399829424784274,0.7982559682552828,0.0410664086104372,0.48255582649732454,0.5366826156299773,0.8809732189742728,0.6584882280049481,0.8232558139534819
24,0.7052132921893657,0.14509119660899458,0.001779099995623561,0.887883027106229,0.028639424803173764,0.46595061778278835,0.6703880914407256,0.9013653071941227,0.7970260223048298,0.8483204134366955
25,0.6011722929491855,0.0413446936422988,0.00013940390309121275,0.0,0.030811300761032348,0.45156648794089294,0.7514619883040816,0.8814108174339259,0.8071871127633172,0.7878552971576162
26,0.46377676813099866,0.16340004365042032,0.00029926976106176326,0.806281292713019,0.01585557024880234,0.4872095155638174,0.3607123870281633,0.8327498687204667,0.6356877323420029,0.879069767441856
27,0.5376575850144982,0.3902027966582611,0.0007886204890893377,0.8908447270541222,0.023689211556481904,0.6369736909764662,0.7809675704412397,0.8593558550673925,0.697645600991321,0.9183462532299662
28,0.4618694661104996,0.24109890493636338,0.0013671815366026994,0.7399405714202969,0.00861744331666476,0.3703913434287419,0.2594364699627816,0.8717836513215494,0.6753407682775727,0.9550387596899281
29,0.29038285599094443,0.10527757848247336,0.0009937987700310573,0.6348307679219614,0.01901267219560889,0.5691779025304898,0.5037214247740438,0.8716086119376872,0.4292441140024684,0.8968992248062014
30,0.44475026748747887,0.17949173375663666,0.0011674304420738499,0.7216522439345676,0.02099407112893753,0.3569591045322675,0.30808080808080124,0.8880623140206548,0.3097893432465904,0.9217054263565899
31,0.5465583277768299,0.235853753131154,0.00021642074923373792,0.6760977238804197,0.01874337709196315,0.45183090209239807,0.45640616693247166,0.870995974094172,0.7811648079305991,0.9038759689922445
32,0.71609111631441,0.24360976226736344,0.00039500268367492747,0.7640323827611415,0.021631183935123963,0.4923391501030208,0.5741626794258503,0.9226325923332787,0.7571251548946686,0.8387596899224747
33,0.6672610832855222,0.33048922013560594,0.0006097635400704594,0.6349619967966579,0.055660889593386234,0.5437412611556723,0.47155768208399096,0.875634517766498,0.673358116480785,0.8741602067183404
34,0.53588208841818,0.20107238915452016,0.0009637467551239574,0.7747569494173778,0.04091315123437871,0.43903325715953956,0.319776714513545,0.8670575879572947,0.5804213135068079,0.8922480620154962
35,0.3978042766983515,0.24229267759772313,0.0015652152405198222,0.7798183113604159,0.06291653165421636,0.6410985517399549,0.6650717703349357,0.9160686154384783,0.568277571251547,0.9085271317829497
36,0.4335855727333343,0.13740545072536664,0.0009186907803454855,0.7432348686885416,0.0708257069543818,0.5113769690114092,0.2886762360446561,0.9180815683528811,0.854027261462207,0.8749354005168011
37,0.5676859619469992,0.2661709413550219,7.407099906383535e-05,0.7834655690502582,0.04218737684675134,0.05838264465239085,0.2309941520467876,0.8674951864169478,0.6478314745972639,0.8780361757105997
38,0.8185039309029453,0.330075018261638,0.00042381539238383497,0.7514276230898562,0.048085596433919825,0.1819169362357066,0.3758639021796825,0.8505163661823935,0.5568773234200743,0.802583979328163
